year,state,state_po,county,candidate,party,candidatevotes,totalvotes
2012,Georgia,GA,Baker,Mitt Romney,republican,785.0,1589
2012,Georgia,GA,Baldwin,Barack Obama,democrat,8483.0,16238
2012,Georgia,GA,Baldwin,Mitt Romney,republican,7589.0,16238
2012,Georgia,GA,Banks,Barack Obama,democrat,780.0,6195
2012,Georgia,GA,Banks,Mitt Romney,republican,5354.0,6195
2012,Georgia,GA,Barrow,Barack Obama,democrat,6028.0,25199
2012,Georgia,GA,Barrow,Mitt Romney,republican,18725.0,25199
2012,Georgia,GA,Bartow,Barack Obama,democrat,8396.0,35802
2012,Georgia,GA,Bartow,Mitt Romney,republican,26876.0,35802
2012,Georgia,GA,Ben Hill,Barack Obama,democrat,2512.0,5956
2012,Georgia,GA,Ben Hill,Mitt Romney,republican,3396.0,5956
2012,Georgia,GA,Berrien,Barack Obama,democrat,1273.0,6201
2012,Georgia,GA,Berrien,Mitt Romney,republican,4843.0,6201
2012,Georgia,GA,Bibb,Barack Obama,democrat,38585.0,64718
2012,Georgia,GA,Bibb,Mitt Romney,republican,25623.0,64718
2012,Georgia,GA,Bleckley,Barack Obama,democrat,1269.0,4907
2012,Georgia,GA,Bleckley,Mitt Romney,republican,3587.0,4907
2012,Georgia,GA,Brantley,Barack Obama,democrat,939.0,6002
2012,Georgia,GA,Brantley,Mitt Romney,republican,4964.0,6002
2012,Georgia,GA,Brooks,Barack Obama,democrat,3138.0,6742
2012,Georgia,GA,Brooks,Mitt Romney,republican,3554.0,6742
2012,Georgia,GA,Bryan,Barack Obama,democrat,3707.0,13453
2012,Georgia,GA,Bryan,Mitt Romney,republican,9560.0,13453
2012,Georgia,GA,Bulloch,Barack Obama,democrat,9593.0,24085
2012,Georgia,GA,Bulloch,Mitt Romney,republican,14174.0,24085
2012,Georgia,GA,Burke,Barack Obama,democrat,5405.0,9779
2012,Georgia,GA,Burke,Mitt Romney,republican,4301.0,9779
2012,Georgia,GA,Butts,Barack Obama,democrat,2968.0,9381
2012,Georgia,GA,Butts,Mitt Romney,republican,6306.0,9381
2012,Georgia,GA,Calhoun,Barack Obama,democrat,1298.0,2188
2012,Georgia,GA,Calhoun,Mitt Romney,republican,883.0,2188
2012,Georgia,GA,Camden,Barack Obama,democrat,6377.0,17983
2012,Georgia,GA,Camden,Mitt Romney,republican,11343.0,17983
2012,Georgia,GA,Candler,Barack Obama,democrat,1157.0,3528
2012,Georgia,GA,Candler,Mitt Romney,republican,2344.0,3528
2012,Georgia,GA,Carroll,Barack Obama,democrat,12688.0,41549
2012,Georgia,GA,Carroll,Mitt Romney,republican,28280.0,41549
2012,Georgia,GA,Catoosa,Barack Obama,democrat,5365.0,23678
2012,Georgia,GA,Catoosa,Mitt Romney,republican,17858.0,23678
2012,Georgia,GA,Charlton,Barack Obama,democrat,1197.0,3764
2012,Georgia,GA,Charlton,Mitt Romney,republican,2527.0,3764
2012,Georgia,GA,Chatham,Barack Obama,democrat,60246.0,108628
2012,Georgia,GA,Chatham,Mitt Romney,republican,47204.0,108628
2012,Georgia,GA,Chattahoochee,Barack Obama,democrat,729.0,1490
2012,Georgia,GA,Chattahoochee,Mitt Romney,republican,735.0,1490
2012,Georgia,GA,Chattooga,Barack Obama,democrat,2232.0,7822
2012,Georgia,GA,Chattooga,Mitt Romney,republican,5452.0,7822
2012,Georgia,GA,Cherokee,Barack Obama,democrat,19841.0,98220
2012,Georgia,GA,Cherokee,Mitt Romney,republican,76514.0,98220
2012,Georgia,GA,Clarke,Barack Obama,democrat,25431.0,40368
2012,Georgia,GA,Clarke,Mitt Romney,republican,13815.0,40368
2012,Georgia,GA,Clay,Barack Obama,democrat,862.0,1402
2012,Georgia,GA,Clay,Mitt Romney,republican,537.0,1402
2012,Georgia,GA,Clayton,Barack Obama,democrat,81479.0,96067
2012,Georgia,GA,Clayton,Mitt Romney,republican,14164.0,96067
2012,Georgia,GA,Clinch,Barack Obama,democrat,852.0,2472
2012,Georgia,GA,Clinch,Mitt Romney,republican,1598.0,2472
2012,Georgia,GA,Cobb,Barack Obama,democrat,133124.0,310116
2012,Georgia,GA,Cobb,Mitt Romney,republican,171722.0,310116
2012,Georgia,GA,Coffee,Barack Obama,democrat,5057.0,14454
2012,Georgia,GA,Coffee,Mitt Romney,republican,9248.0,14454
2012,Georgia,GA,Colquitt,Barack Obama,democrat,3973.0,13328
2012,Georgia,GA,Colquitt,Mitt Romney,republican,9243.0,13328
2012,Georgia,GA,Columbia,Barack Obama,democrat,16451.0,58923
2012,Georgia,GA,Columbia,Mitt Romney,republican,41765.0,58923
2012,Georgia,GA,Cook,Barack Obama,democrat,2042.0,6031
2012,Georgia,GA,Cook,Mitt Romney,republican,3935.0,6031
2012,Georgia,GA,Coweta,Barack Obama,democrat,15168.0,55555
2012,Georgia,GA,Coweta,Mitt Romney,republican,39653.0,55555
2012,Georgia,GA,Crawford,Barack Obama,democrat,1706.0,5133
2012,Georgia,GA,Crawford,Mitt Romney,republican,3368.0,5133
2012,Georgia,GA,Crisp,Barack Obama,democrat,3167.0,7396
2012,Georgia,GA,Crisp,Mitt Romney,republican,4182.0,7396
2012,Georgia,GA,Dade,Barack Obama,democrat,1411.0,6020
2012,Georgia,GA,Dade,Mitt Romney,republican,4471.0,6020
2012,Georgia,GA,Dawson,Barack Obama,democrat,1241.0,10244
2012,Georgia,GA,Dawson,Mitt Romney,republican,8847.0,10244
2012,Georgia,GA,Decatur,Barack Obama,democrat,4591.0,10485
2012,Georgia,GA,Decatur,Mitt Romney,republican,5824.0,10485
2012,Georgia,GA,DeKalb,Barack Obama,democrat,238224.0,306265
2012,Georgia,GA,DeKalb,Mitt Romney,republican,64392.0,306265
2012,Georgia,GA,Dodge,Barack Obama,democrat,2442.0,7733
2012,Georgia,GA,Dodge,Mitt Romney,republican,5214.0,7733
2012,Georgia,GA,Dooly,Barack Obama,democrat,2285.0,4298
2012,Georgia,GA,Dooly,Mitt Romney,republican,1985.0,4298
2012,Georgia,GA,Dougherty,Barack Obama,democrat,26295.0,37919
2012,Georgia,GA,Dougherty,Mitt Romney,republican,11449.0,37919
2012,Georgia,GA,Douglas,Barack Obama,democrat,28441.0,55267
2012,Georgia,GA,Douglas,Mitt Romney,republican,26241.0,55267
2012,Georgia,GA,Early,Barack Obama,democrat,2765.0,5353
2012,Georgia,GA,Early,Mitt Romney,republican,2557.0,5353
2012,Georgia,GA,Echols,Barack Obama,democrat,173.0,1102
2012,Georgia,GA,Echols,Mitt Romney,republican,917.0,1102
2012,Georgia,GA,Effingham,Barack Obama,democrat,4947.0,20816
2012,Georgia,GA,Effingham,Mitt Romney,republican,15596.0,20816
2012,Georgia,GA,Elbert,Barack Obama,democrat,3181.0,8143
2012,Georgia,GA,Elbert,Mitt Romney,republican,4859.0,8143
2012,Georgia,GA,Emanuel,Barack Obama,democrat,2927.0,8083
2012,Georgia,GA,Emanuel,Mitt Romney,republican,5100.0,8083
2012,Georgia,GA,Evans,Barack Obama,democrat,1268.0,3563
2012,Georgia,GA,Evans,Mitt Romney,republican,2268.0,3563
2012,Georgia,GA,Fannin,Barack Obama,democrat,2028.0,10017
2012,Georgia,GA,Fannin,Mitt Romney,republican,7857.0,10017
2012,Georgia,GA,Fayette,Barack Obama,democrat,19736.0,58568
2012,Georgia,GA,Fayette,Mitt Romney,republican,38075.0,58568
2012,Georgia,GA,Floyd,Barack Obama,democrat,9640.0,32829
2012,Georgia,GA,Floyd,Mitt Romney,republican,22733.0,32829
2012,Georgia,GA,Forsyth,Barack Obama,democrat,14571.0,81731
2012,Georgia,GA,Forsyth,Mitt Romney,republican,65908.0,81731
2012,Georgia,GA,Franklin,Barack Obama,democrat,1499.0,7762
2012,Georgia,GA,Franklin,Mitt Romney,republican,6114.0,7762
2012,Georgia,GA,Fulton,Barack Obama,democrat,255470.0,397413
2012,Georgia,GA,Fulton,Mitt Romney,republican,137124.0,397413
2012,Georgia,GA,Gilmer,Barack Obama,democrat,1958.0,11018
2012,Georgia,GA,Gilmer,Mitt Romney,republican,8926.0,11018
2012,Georgia,GA,Glascock,Barack Obama,democrat,176.0,1333
2012,Georgia,GA,Glascock,Mitt Romney,republican,1135.0,1333
2012,Georgia,GA,Glynn,Barack Obama,democrat,11950.0,33133
2012,Georgia,GA,Glynn,Mitt Romney,republican,20893.0,33133
2012,Georgia,GA,Gordon,Barack Obama,democrat,3440.0,16897
2012,Georgia,GA,Gordon,Mitt Romney,republican,13197.0,16897
2012,Georgia,GA,Grady,Barack Obama,democrat,3419.0,9396
2012,Georgia,GA,Grady,Mitt Romney,republican,5924.0,9396
2012,Georgia,GA,Greene,Barack Obama,democrat,3201.0,8323
2012,Georgia,GA,Greene,Mitt Romney,republican,5071.0,8323
2012,Georgia,GA,Gwinnett,Barack Obama,democrat,132509.0,296728
2012,Georgia,GA,Gwinnett,Mitt Romney,republican,159855.0,296728
2012,Georgia,GA,Habersham,Barack Obama,democrat,2301.0,14641
2012,Georgia,GA,Habersham,Mitt Romney,republican,12166.0,14641
2012,Georgia,GA,Hall,Barack Obama,democrat,12999.0,61364
2012,Georgia,GA,Hall,Mitt Romney,republican,47481.0,61364
2012,Georgia,GA,Hancock,Barack Obama,democrat,3308.0,4088
2012,Georgia,GA,Hancock,Mitt Romney,republican,769.0,4088
2012,Georgia,GA,Haralson,Barack Obama,democrat,1789.0,10376
2012,Georgia,GA,Haralson,Mitt Romney,republican,8446.0,10376
2012,Georgia,GA,Harris,Barack Obama,democrat,4145.0,15488
2012,Georgia,GA,Harris,Mitt Romney,republican,11197.0,15488
2012,Georgia,GA,Hart,Barack Obama,democrat,2870.0,9511
2012,Georgia,GA,Hart,Mitt Romney,republican,6517.0,9511
2012,Georgia,GA,Heard,Barack Obama,democrat,948.0,4172
2012,Georgia,GA,Heard,Mitt Romney,republican,3160.0,4172
2012,Georgia,GA,Henry,Barack Obama,democrat,43761.0,91378
2012,Georgia,GA,Henry,Mitt Romney,republican,46774.0,91378
2012,Georgia,GA,Houston,Barack Obama,democrat,22702.0,58056
2012,Georgia,GA,Houston,Mitt Romney,republican,34662.0,58056
2012,Georgia,GA,Irwin,Barack Obama,democrat,1141.0,3709
2012,Georgia,GA,Irwin,Mitt Romney,republican,2538.0,3709
2012,Georgia,GA,Jackson,Barack Obama,democrat,4238.0,23704
2012,Georgia,GA,Jackson,Mitt Romney,republican,19135.0,23704
2012,Georgia,GA,Jasper,Barack Obama,democrat,1845.0,6031
2012,Georgia,GA,Jasper,Mitt Romney,republican,4136.0,6031
2012,Georgia,GA,Jeff Davis,Barack Obama,democrat,1275.0,5336
2012,Georgia,GA,Jeff Davis,Mitt Romney,republican,3996.0,5336
2012,Georgia,GA,Jefferson,Barack Obama,democrat,4261.0,7298
2012,Georgia,GA,Jefferson,Mitt Romney,republican,2999.0,7298
2012,Georgia,GA,Jenkins,Barack Obama,democrat,1488.0,3390
2012,Georgia,GA,Jenkins,Mitt Romney,republican,1887.0,3390
2012,Georgia,GA,Johnson,Barack Obama,democrat,1305.0,3772
2012,Georgia,GA,Johnson,Mitt Romney,republican,2440.0,3772
2012,Georgia,GA,Jones,Barack Obama,democrat,4274.0,12105
2012,Georgia,GA,Jones,Mitt Romney,republican,7744.0,12105
2012,Georgia,GA,Lamar,Barack Obama,democrat,2602.0,7592
2012,Georgia,GA,Lamar,Mitt Romney,republican,4899.0,7592
2012,Georgia,GA,Lanier,Barack Obama,democrat,1114.0,2972
2012,Georgia,GA,Lanier,Mitt Romney,republican,1820.0,2972
2012,Georgia,GA,Laurens,Barack Obama,democrat,7513.0,19604
2012,Georgia,GA,Laurens,Mitt Romney,republican,11950.0,19604
2012,Georgia,GA,Lee,Barack Obama,democrat,3196.0,13628
2012,Georgia,GA,Lee,Mitt Romney,republican,10314.0,13628
2012,Georgia,GA,Liberty,Barack Obama,democrat,10457.0,16170
2012,Georgia,GA,Liberty,Mitt Romney,republican,5565.0,16170
2012,Georgia,GA,Lincoln,Barack Obama,democrat,1586.0,4426
2012,Georgia,GA,Lincoln,Mitt Romney,republican,2807.0,4426
2012,Georgia,GA,Long,Barack Obama,democrat,1442.0,3802
2012,Georgia,GA,Long,Mitt Romney,republican,2306.0,3802
2012,Georgia,GA,Lowndes,Barack Obama,democrat,17470.0,39137
2012,Georgia,GA,Lowndes,Mitt Romney,republican,21327.0,39137
2012,Georgia,GA,Lumpkin,Barack Obama,democrat,2055.0,10905
2012,Georgia,GA,Lumpkin,Mitt Romney,republican,8647.0,10905
2012,Georgia,GA,McDuffie,Barack Obama,democrat,4044.0,9592
2012,Georgia,GA,McDuffie,Mitt Romney,republican,5475.0,9592
2012,Georgia,GA,McIntosh,Barack Obama,democrat,2864.0,6341
2012,Georgia,GA,McIntosh,Mitt Romney,republican,3409.0,6341
2012,Georgia,GA,Macon,Barack Obama,democrat,3211.0,4781
2012,Georgia,GA,Macon,Mitt Romney,republican,1545.0,4781
2012,Georgia,GA,Madison,Barack Obama,democrat,2494.0,11104
2012,Georgia,GA,Madison,Mitt Romney,republican,8443.0,11104
2012,Georgia,GA,Marion,Barack Obama,democrat,1412.0,3170
2012,Georgia,GA,Marion,Mitt Romney,republican,1733.0,3170
2012,Georgia,GA,Meriwether,Barack Obama,democrat,4331.0,9264
2012,Georgia,GA,Meriwether,Mitt Romney,republican,4856.0,9264
2012,Georgia,GA,Miller,Barack Obama,democrat,852.0,2775
2012,Georgia,GA,Miller,Mitt Romney,republican,1905.0,2775
2012,Georgia,GA,Mitchell,Barack Obama,democrat,4081.0,8275
2012,Georgia,GA,Mitchell,Mitt Romney,republican,4155.0,8275
2012,Georgia,GA,Monroe,Barack Obama,democrat,3785.0,12277
2012,Georgia,GA,Monroe,Mitt Romney,republican,8361.0,12277
2012,Georgia,GA,Montgomery,Barack Obama,democrat,1135.0,3832
2012,Georgia,GA,Montgomery,Mitt Romney,republican,2662.0,3832
2012,Georgia,GA,Morgan,Barack Obama,democrat,2753.0,9027
2012,Georgia,GA,Morgan,Mitt Romney,republican,6186.0,9027
2012,Georgia,GA,Murray,Barack Obama,democrat,2542.0,11217
2012,Georgia,GA,Murray,Mitt Romney,republican,8443.0,11217
2012,Georgia,GA,Muscogee,Barack Obama,democrat,42573.0,70603
2012,Georgia,GA,Muscogee,Mitt Romney,republican,27510.0,70603
2012,Georgia,GA,Newton,Barack Obama,democrat,21851.0,43234
2012,Georgia,GA,Newton,Mitt Romney,republican,20982.0,43234
2012,Georgia,GA,Oconee,Barack Obama,democrat,4421.0,17817
2012,Georgia,GA,Oconee,Mitt Romney,republican,13098.0,17817
2012,Georgia,GA,Oglethorpe,Barack Obama,democrat,1914.0,6273
2012,Georgia,GA,Oglethorpe,Mitt Romney,republican,4251.0,6273
2012,Georgia,GA,Paulding,Barack Obama,democrat,15825.0,57399
2012,Georgia,GA,Paulding,Mitt Romney,republican,40846.0,57399
2012,Georgia,GA,Peach,Barack Obama,democrat,6148.0,11516
2012,Georgia,GA,Peach,Mitt Romney,republican,5287.0,11516
2012,Georgia,GA,Pickens,Barack Obama,democrat,1975.0,12680
2012,Georgia,GA,Pickens,Mitt Romney,republican,10547.0,12680
2012,Georgia,GA,Pierce,Barack Obama,democrat,1124.0,6846
2012,Georgia,GA,Pierce,Mitt Romney,republican,5667.0,6846
2012,Georgia,GA,Pike,Barack Obama,democrat,1356.0,8109
2012,Georgia,GA,Pike,Mitt Romney,republican,6668.0,8109
2012,Georgia,GA,Polk,Barack Obama,democrat,3615.0,13608
2012,Georgia,GA,Polk,Mitt Romney,republican,9811.0,13608
2012,Georgia,GA,Pulaski,Barack Obama,democrat,1219.0,3682
2012,Georgia,GA,Pulaski,Mitt Romney,republican,2444.0,3682
2012,Georgia,GA,Putnam,Barack Obama,democrat,2926.0,9222
2012,Georgia,GA,Putnam,Mitt Romney,republican,6215.0,9222
2012,Georgia,GA,Quitman,Barack Obama,democrat,612.0,1128
2012,Georgia,GA,Quitman,Mitt Romney,republican,510.0,1128
2012,Georgia,GA,Rabun,Barack Obama,democrat,1559.0,7463
2012,Georgia,GA,Rabun,Mitt Romney,republican,5754.0,7463
2012,Georgia,GA,Randolph,Barack Obama,democrat,1770.0,3058
2012,Georgia,GA,Randolph,Mitt Romney,republican,1271.0,3058
2012,Georgia,GA,Richmond,Barack Obama,democrat,52560.0,79020
2012,Georgia,GA,Richmond,Mitt Romney,republican,25845.0,79020
2012,Georgia,GA,Rockdale,Barack Obama,democrat,22023.0,38085
2012,Georgia,GA,Rockdale,Mitt Romney,republican,15716.0,38085
2012,Georgia,GA,Schley,Barack Obama,democrat,448.0,1748
2012,Georgia,GA,Schley,Mitt Romney,republican,1286.0,1748
2012,Georgia,GA,Screven,Barack Obama,democrat,2774.0,6100
2012,Georgia,GA,Screven,Mitt Romney,republican,3287.0,6100
2012,Georgia,GA,Seminole,Barack Obama,democrat,1478.0,3769
2012,Georgia,GA,Seminole,Mitt Romney,republican,2245.0,3769
2012,Georgia,GA,Spalding,Barack Obama,democrat,9898.0,25088
2012,Georgia,GA,Spalding,Mitt Romney,republican,14911.0,25088
2012,Georgia,GA,Stephens,Barack Obama,democrat,2131.0,9498
2012,Georgia,GA,Stephens,Mitt Romney,republican,7221.0,9498
2012,Georgia,GA,Stewart,Barack Obama,democrat,1323.0,2076
2012,Georgia,GA,Stewart,Mitt Romney,republican,745.0,2076
2012,Georgia,GA,Sumter,Barack Obama,democrat,6375.0,11831
2012,Georgia,GA,Sumter,Mitt Romney,republican,5378.0,11831
2012,Georgia,GA,Talbot,Barack Obama,democrat,2265.0,3491
2012,Georgia,GA,Talbot,Mitt Romney,republican,1202.0,3491
2012,Georgia,GA,Taliaferro,Barack Obama,democrat,636.0,963
2012,Georgia,GA,Taliaferro,Mitt Romney,republican,323.0,963
2012,Georgia,GA,Tattnall,Barack Obama,democrat,1897.0,6667
2012,Georgia,GA,Tattnall,Mitt Romney,republican,4706.0,6667
2012,Georgia,GA,Taylor,Barack Obama,democrat,1572.0,3538
2012,Georgia,GA,Taylor,Mitt Romney,republican,1948.0,3538
2012,Georgia,GA,Telfair,Barack Obama,democrat,1805.0,4336
2012,Georgia,GA,Telfair,Mitt Romney,republican,2480.0,4336
2012,Georgia,GA,Terrell,Barack Obama,democrat,2544.0,4398
2012,Georgia,GA,Terrell,Mitt Romney,republican,1834.0,4398
2012,Georgia,GA,Thomas,Barack Obama,democrat,7653.0,18953
2012,Georgia,GA,Thomas,Mitt Romney,republican,11156.0,18953
2012,Georgia,GA,Tift,Barack Obama,democrat,4660.0,13927
2012,Georgia,GA,Tift,Mitt Romney,republican,9185.0,13927
2012,Georgia,GA,Toombs,Barack Obama,democrat,2746.0,9344
2012,Georgia,GA,Toombs,Mitt Romney,republican,6524.0,9344
2012,Georgia,GA,Towns,Barack Obama,democrat,1273.0,6211
2012,Georgia,GA,Towns,Mitt Romney,republican,4876.0,6211
2012,Georgia,GA,Treutlen,Barack Obama,democrat,1074.0,2750
2012,Georgia,GA,Treutlen,Mitt Romney,republican,1652.0,2750
2012,Georgia,GA,Troup,Barack Obama,democrat,10547.0,25986
2012,Georgia,GA,Troup,Mitt Romney,republican,15179.0,25986
2012,Georgia,GA,Turner,Barack Obama,democrat,1510.0,3559
2012,Georgia,GA,Turner,Mitt Romney,republican,2028.0,3559
2012,Georgia,GA,Twiggs,Barack Obama,democrat,2270.0,4202
2012,Georgia,GA,Twiggs,Mitt Romney,republican,1907.0,4202
2012,Georgia,GA,Union,Barack Obama,democrat,2139.0,11079
2012,Georgia,GA,Union,Mitt Romney,republican,8773.0,11079
2012,Georgia,GA,Upson,Barack Obama,democrat,3959.0,11263
2012,Georgia,GA,Upson,Mitt Romney,republican,7230.0,11263
2012,Georgia,GA,Walker,Barack Obama,democrat,5274.0,21896
2012,Georgia,GA,Walker,Mitt Romney,republican,16247.0,21896
2012,Georgia,GA,Walton,Barack Obama,democrat,8148.0,37612
2012,Georgia,GA,Walton,Mitt Romney,republican,29036.0,37612
2012,Georgia,GA,Ware,Barack Obama,democrat,3900.0,11939
2012,Georgia,GA,Ware,Mitt Romney,republican,7941.0,11939
2012,Georgia,GA,Warren,Barack Obama,democrat,1529.0,2526
2012,Georgia,GA,Warren,Mitt Romney,republican,990.0,2526
2012,Georgia,GA,Washington,Barack Obama,democrat,4714.0,8808
2012,Georgia,GA,Washington,Mitt Romney,republican,4035.0,8808
2012,Georgia,GA,Wayne,Barack Obama,democrat,2596.0,10269
2012,Georgia,GA,Wayne,Mitt Romney,republican,7557.0,10269
2012,Georgia,GA,Webster,Barack Obama,democrat,582.0,1187
2012,Georgia,GA,Webster,Mitt Romney,republican,601.0,1187
2012,Georgia,GA,Wheeler,Barack Obama,democrat,772.0,2160
2012,Georgia,GA,Wheeler,Mitt Romney,republican,1366.0,2160
2012,Georgia,GA,White,Barack Obama,democrat,1671.0,10488
2012,Georgia,GA,White,Mitt Romney,republican,8651.0,10488
2012,Georgia,GA,Whitfield,Barack Obama,democrat,7210.0,26876
2012,Georgia,GA,Whitfield,Mitt Romney,republican,19305.0,26876
2012,Georgia,GA,Wilcox,Barack Obama,democrat,1060.0,3129
2012,Georgia,GA,Wilcox,Mitt Romney,republican,2053.0,3129
2012,Georgia,GA,Wilkes,Barack Obama,democrat,2087.0,4761
2012,Georgia,GA,Wilkes,Mitt Romney,republican,2635.0,4761
2012,Georgia,GA,Wilkinson,Barack Obama,democrat,2181.0,4450
2012,Georgia,GA,Wilkinson,Mitt Romney,republican,2246.0,4450
2012,Georgia,GA,Worth,Barack Obama,democrat,2487.0,8419
2012,Georgia,GA,Worth,Mitt Romney,republican,5869.0,8419
2012,Hawaii,HI,Hawaii,Barack Obama,democrat,47224.0,63454
2012,Hawaii,HI,Hawaii,Mitt Romney,republican,14753.0,63454
2012,Hawaii,HI,Honolulu,Barack Obama,democrat,204349.0,296742
2012,Hawaii,HI,Honolulu,Mitt Romney,republican,88461.0,296742
2012,Hawaii,HI,Kauai,Barack Obama,democrat,18641.0,25372
2012,Hawaii,HI,Kauai,Mitt Romney,republican,6121.0,25372
2012,Hawaii,HI,Maui,Barack Obama,democrat,36052.0,48653
2012,Hawaii,HI,Maui,Mitt Romney,republican,11602.0,48653
2012,Idaho,ID,Ada,Barack Obama,democrat,77137.0,180546
2012,Idaho,ID,Ada,Mitt Romney,republican,97554.0,180546
2012,Idaho,ID,Adams,Barack Obama,democrat,577.0,2060
2012,Idaho,ID,Adams,Mitt Romney,republican,1413.0,2060
2012,Idaho,ID,Bannock,Barack Obama,democrat,13214.0,35260
2012,Idaho,ID,Bannock,Mitt Romney,republican,21010.0,35260
2012,Idaho,ID,Bear Lake,Barack Obama,democrat,302.0,2822
2012,Idaho,ID,Bear Lake,Mitt Romney,republican,2489.0,2822
2012,Idaho,ID,Benewah,Barack Obama,democrat,1164.0,3884
2012,Idaho,ID,Benewah,Mitt Romney,republican,2596.0,3884
2012,Idaho,ID,Bingham,Barack Obama,democrat,3822.0,17603
2012,Idaho,ID,Bingham,Mitt Romney,republican,13440.0,17603
2012,Idaho,ID,Blaine,Barack Obama,democrat,5992.0,10194
2012,Idaho,ID,Blaine,Mitt Romney,republican,3939.0,10194
2012,Idaho,ID,Boise,Barack Obama,democrat,1053.0,3445
2012,Idaho,ID,Boise,Mitt Romney,republican,2284.0,3445
2012,Idaho,ID,Bonner,Barack Obama,democrat,6500.0,18536
2012,Idaho,ID,Bonner,Mitt Romney,republican,11367.0,18536
2012,Idaho,ID,Bonneville,Barack Obama,democrat,9903.0,43213
2012,Idaho,ID,Bonneville,Mitt Romney,republican,32276.0,43213
2012,Idaho,ID,Boundary,Barack Obama,democrat,1225.0,4544
2012,Idaho,ID,Boundary,Mitt Romney,republican,3138.0,4544
2012,Idaho,ID,Butte,Barack Obama,democrat,258.0,1286
2012,Idaho,ID,Butte,Mitt Romney,republican,1001.0,1286
2012,Idaho,ID,Camas,Barack Obama,democrat,159.0,578
2012,Idaho,ID,Camas,Mitt Romney,republican,402.0,578
2012,Idaho,ID,Canyon,Barack Obama,democrat,19866.0,66090
2012,Idaho,ID,Canyon,Mitt Romney,republican,44369.0,66090
2012,Idaho,ID,Caribou,Barack Obama,democrat,386.0,3052
2012,Idaho,ID,Caribou,Mitt Romney,republican,2608.0,3052
2012,Idaho,ID,Cassia,Barack Obama,democrat,1098.0,8396
2012,Idaho,ID,Cassia,Mitt Romney,republican,7154.0,8396
2012,Idaho,ID,Clark,Barack Obama,democrat,66.0,328
2012,Idaho,ID,Clark,Mitt Romney,republican,235.0,328
2012,Idaho,ID,Clearwater,Barack Obama,democrat,1032.0,3696
2012,Idaho,ID,Clearwater,Mitt Romney,republican,2541.0,3696
2012,Idaho,ID,Custer,Barack Obama,democrat,530.0,2352
2012,Idaho,ID,Custer,Mitt Romney,republican,1744.0,2352
2012,Idaho,ID,Elmore,Barack Obama,democrat,2513.0,8001
2012,Idaho,ID,Elmore,Mitt Romney,republican,5227.0,8001
2012,Idaho,ID,Franklin,Barack Obama,democrat,325.0,5600
2012,Idaho,ID,Franklin,Mitt Romney,republican,5195.0,5600
2012,Idaho,ID,Fremont,Barack Obama,democrat,810.0,5802
2012,Idaho,ID,Fremont,Mitt Romney,republican,4907.0,5802
2012,Idaho,ID,Gem,Barack Obama,democrat,1957.0,7490
2012,Idaho,ID,Gem,Mitt Romney,republican,5311.0,7490
2012,Idaho,ID,Gooding,Barack Obama,democrat,1287.0,5118
2012,Idaho,ID,Gooding,Mitt Romney,republican,3696.0,5118
2012,Idaho,ID,Idaho,Barack Obama,democrat,1708.0,7837
2012,Idaho,ID,Idaho,Mitt Romney,republican,5921.0,7837
2012,Idaho,ID,Jefferson,Barack Obama,democrat,1303.0,11381
2012,Idaho,ID,Jefferson,Mitt Romney,republican,9895.0,11381
2012,Idaho,ID,Jerome,Barack Obama,democrat,1699.0,6681
2012,Idaho,ID,Jerome,Mitt Romney,republican,4804.0,6681
2012,Idaho,ID,Kootenai,Barack Obama,democrat,18851.0,59828
2012,Idaho,ID,Kootenai,Mitt Romney,republican,39381.0,59828
2012,Idaho,ID,Latah,Barack Obama,democrat,8306.0,16759
2012,Idaho,ID,Latah,Mitt Romney,republican,7589.0,16759
2012,Idaho,ID,Lemhi,Barack Obama,democrat,960.0,4110
2012,Idaho,ID,Lemhi,Mitt Romney,republican,3029.0,4110
2012,Idaho,ID,Lewis,Barack Obama,democrat,396.0,1614
2012,Idaho,ID,Lewis,Mitt Romney,republican,1173.0,1614
2012,Idaho,ID,Lincoln,Barack Obama,democrat,469.0,1662
2012,Idaho,ID,Lincoln,Mitt Romney,republican,1141.0,1662
2012,Idaho,ID,Madison,Barack Obama,democrat,832.0,14412
2012,Idaho,ID,Madison,Mitt Romney,republican,13445.0,14412
2012,Idaho,ID,Minidoka,Barack Obama,democrat,1390.0,6973
2012,Idaho,ID,Minidoka,Mitt Romney,republican,5442.0,6973
2012,Idaho,ID,Nez Perce,Barack Obama,democrat,6451.0,16848
2012,Idaho,ID,Nez Perce,Mitt Romney,republican,9967.0,16848
2012,Idaho,ID,Oneida,Barack Obama,democrat,217.0,2089
2012,Idaho,ID,Oneida,Mitt Romney,republican,1838.0,2089
2012,Idaho,ID,Owyhee,Barack Obama,democrat,833.0,3724
2012,Idaho,ID,Owyhee,Mitt Romney,republican,2794.0,3724
2012,Idaho,ID,Payette,Barack Obama,democrat,2271.0,8495
2012,Idaho,ID,Payette,Mitt Romney,republican,6004.0,8495
2012,Idaho,ID,Power,Barack Obama,democrat,982.0,2903
2012,Idaho,ID,Power,Mitt Romney,republican,1870.0,2903
2012,Idaho,ID,Shoshone,Barack Obama,democrat,2277.0,5148
2012,Idaho,ID,Shoshone,Mitt Romney,republican,2699.0,5148
2012,Idaho,ID,Teton,Barack Obama,democrat,1926.0,4523
