vintage,title,distributiondescription
2012,All sectors: Core Business Statistics Series: Industry Bridge Statistics on 2012 NAICS Basis With Distribution Among 2007 NAICS-Based Industries for the United States: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnbridge1', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,All sectors: Core Business Statistics Series: Industry Bridge Statistics on 2007 NAICS Basis With Distribution Among 2012 NAICS-Based Industries for the United States: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnbridge2', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Finance and Insurance: Subject Series - Misc Subjects: Brokering or Dealing Services Income for the U.S.: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnbrordeal', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Other Services (Except Public Administration): Subject Series - Misc Subjects: Receipts/Revenue from Repayments of Cash Advances for the U.S.: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecncashadv', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Finance and Insurance: Subject Series - Misc Subjects: Credit Card Services Income for the U.S.: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnccard', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,2012 Economic Census - Economic Census US Economic Class of Customer,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnclcust', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,"Wholesale Trade: Subject Series - Misc Subjects: Sales and Commissions of Electronic Markets, Agents, Brokers, and Commission Merchants for the U.S.: 2012","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecncomm', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,All sectors: Core Business Statistics Series: Comparative Statistics for the U.S. and the States (2007 NAICS Basis): 2012 and 2007,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecncomp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Subject Series - Misc Subjects: Construction Activity for Selected Industries for the selected geographies: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnconact', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Accommodation and Food Services: Subject Series - Misc Subjects: Concession Operators for the U.S. and States: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnconcess', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Finance and Insurance: Subject Series - Misc Subjects: Types of Credit Financing Services Income for the U.S.: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecncrfin', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Information: Subject Series - Misc Subjects: Receipts by type of Dissemination Media for the U.S.: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecndissmed', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Wholesale Trade: Subject Series - Misc Subjects: Employment by Primary Function for the U.S.: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnempfunc', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,2012 Economic Census - Economic Census US Enterprise Support,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnentsup', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Wholesale Trade: Subject Series - Misc Subjects: End-of-Year Inventories for the U.S.: 2012 and 2011,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecneoyinv', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Transportation and Warehousing: Subject Series - Misc Subjects: End-of-Year Inventories for the U.S.: 2012 and 2011,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecneoyinvwh', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Transportation and Warehousing: Subject Series - Misc Subjects: Revenue-Generating Equipment for Passenger Transportation for the U.S. and States: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnequip', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Utilities: Subject Series - Misc Subjects: Exported Energy to Canada and Mexico for the U.S.: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnexpnrg', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,2012 Economic Census - Economic Census Exported Services Data,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnexpsvc', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Retail Trade: Subject Series - Misc Subjects:States: Floor Space by Selected Industry for the U.S. and States: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnflspace', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Accommodation and Food Services: Subject Series - Misc Subjects: Primary Type of Food Service for the U.S. and States: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnfoodsvc', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,"Core Business Statistics Series, 2012: Franchise Status for Selected Industries and States","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnfran', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,"Health Care and Social Assistance: Subject Series - Misc Subjects: Grants, Transferred Contributions and Similar Payments, with Net Expenses for the U.S.: 2012","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecngrant', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Accommodation and Food Services: Subject Series - Misc Subjects: Number of Guestrooms for the U.S. and States: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnguest', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Accommodation and Food Services: Subject Series - Misc Subjects: Guestroom Size of Establishments for the U.S.: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnguestsize', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Health Care and Social Assistance: Subject Series - Misc Subjects: Ownership and Control of Government Hospitals for the U.S.: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnhosp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Manufacturing: Summary Series: General Summary: Method of Inventory Valuation by Subsector and Industries: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecninvval', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,2012 Economic Census - Economic Census US Industry Products Analysis,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnipa', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,"Construction: Summary Series: General Summary: Value of Business Done for Kind-of-Business by Subsectors and Industries for U.S., Regions, and States: 2012","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnkob', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Other Services (Except Public Administration): Subject Series - Misc Subjects: Receipts from Labor Charges and Parts Installed for Repair and Maintenance Services for the U.S.: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnlabor', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Manufacturing: Summary Series: General Summary: Inventories with LIFO Valuation by Subsector and Industries: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnlifomfg', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Mining: Summary Series: General Summary: Inventories with LIFO Valuation by Subsector and Industries: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnlifomine', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Management of Companies and Enterprises: Subject Series - Misc Subjects: Inventories with LIFO Valuation for the U.S.: 2012 and 2011,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnlifoval', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,2012 Economic Census - Economic Census Product Lines Data,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnlines', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Finance and Insurance: Subject Series - Misc Subjects: Type of Loan Services Income for the U.S.: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnloan', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,"Manufacturing: Subject Series: Location of Manufacturing Plants: Employment Size for Subsectors and Industries by U.S., State, County and Place: 2012","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnlocmfg', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,"Mining: Subject Series: Location of Mines: Employment Size for Subsectors and Industries by U.S., State, and Offshore Area: 2012","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnlocmine', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Wholesale Trade: Subject Series - Misc Subjects: Gross Margin and its Components for Merchant Wholesalers for the U.S.: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnmargin', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,"Mining: Subject Series: Materials Summary: Selected Supplies, Minerals Received for Preparation, Purchased Machinery, and Fuels Consumed by Type of Industry: 2012","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnmatfuel', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Accommodation and Food Services: Subject Series - Misc Subjects: Average Cost Per Meal for the U.S. and States: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnmealcost', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Accommodation and Food Services: Subject Series - Misc Subjects: Principal Menu Type or Specialty for the U.S. and States: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnmenutype', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Health Care and Social Assistance: Subject Series - Misc Subjects: Receipts/Revenue by Type of Patient Care for the U.S.: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnpatient', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Wholesale Trade: Subject Series - Misc Subjects: Petroleum Bulk Storage Capacity by Type of Facility and Type of Product for States: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnpetrfac', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Wholesale Trade: Subject Series - Misc Subjects: Petroleum Bulk Storage Capacity by Type of Product and Storage Capacity Size for States: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnpetrprod', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Wholesale Trade: Subject Series - Misc Subjects: Primary Method of Receiving Petroleum Bulk Liquid Products for States: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnpetrrec', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Wholesale Trade: Subject Series - Misc Subjects: Petroleum Bulk Storage Capacity by Type of Station by Type of Product for States: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnpetrstat', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Wholesale Trade: Subject Series - Misc Subjects: Gross Profit and its Components for Merchant Wholesalers for the U.S.: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnprofit', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Utilities: Subject Series - Misc Subjects: Cost of Purchased Electricity for Resale by Utilities for the U.S: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnpurelec', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Transportation and Warehousing: Subject Series - Misc Subjects: Cost of Purchased Transportation by Mode of Shipping for the U.S. and States: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnpurmode', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Management of Companies and Enterprises: Subject Series - Miscellaneous Subjects: Summary Statistics for Research and Development Acquisition for Selected Industries for the U.S.: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnrdacq', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,"Management of Companies and Enterprises: Subject Series - Misc Subjects: Research and Development for Corporate, Subsidiary, and Regional Managing Offices for the U.S.: 2012","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnrdofc', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Accommodation and Food Services: Subject Series - Misc Subjects: Seating Capacity for the U.S. and States: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnseat', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,2012 Economic Census - Economic Census US Economic Data by Size Category,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnsize', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Health Care and Social Assistance: Subject Series - Misc Subjects: Receipts/Revenue by Type of Social Assistance for the U.S.: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnsocial', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Mining: Geographic Area Series: Industry Statistics by Type of Operation for the State or Offshore Area: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecntype', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Wholesale Trade: Subject Series - Misc Subjects: Detailed Type of Operation for the U.S.: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecntypop', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Construction: Summary Series: General Summary: Value of Construction Work  for Location of Construction Work by Subsectors and Industries for U.S. and States: 2012,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnvalcon', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,2012 Economic Census - All Sectors: Economy-Wide Key Statistics,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ewks', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,2012 Nonemployer Statistics,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/nonemp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,2012 National Population Projections: Projected Births,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/popproj/births', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,2012 National Population Projections: Projected Deaths,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/popproj/deaths', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,2012 National Population Projections: Projected Net International Migration by Single Year of age,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/popproj/nim', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,2012 National Population Projections: Projected Population by Single Year of Age,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/popproj/pop', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,2012 Public Elementary-Secondary Education Finance: Individual Unit Tables,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/pubschlfin', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,ACS 5-Year Detailed Tables,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/acs/acs5', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,2012 Survey of Business Owners: Characteristics of Business,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/sbo/cscb', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,ACS 1-Year Data Profiles,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/acs/acs1/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,2012 Survey of Business Owners: Characteristics of Business Owners,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/sbo/cscbo', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,2012 County Business Patterns - Zip Code Business Patterns: ZIP Code Business Patterns by Industry and Employment Size of Establishment,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/zbp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,ACS 1-Year Comparison Profiles,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/acs/acs1/cprofile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,2009-2013 American Community Survey: Migration Flows,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/acs/flows', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,ACS 1-Year Detailed Tables,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/acs/acs1', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,ACS 1-Year Subject Tables,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/acs/acs1/subject', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,2013 County Business Patterns - Zip Code Business Patterns: ZIP Code Business Patterns by Industry and Employment Size of Establishment,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/zbp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,ACS 5-Year Data Profiles,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/acs/acs5/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,ACS 5-Year Subject Tables,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/acs/acs5/subject', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,2013 County Business Patterns,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/cbp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,2013 American Community Survey - Table Packages: Detailed Language Spoken in the U.S.,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/language', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,2013 Nonemployer Statistics,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/nonemp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,"Vintage 2013 Population Estimates: County Population Estimates by 5 Year Age Groups, Sex, 5 Races, and Hispanic Origin","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/pep/cochar5', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,"Vintage 2013 Population Estimates: County Population Estimates by 5 Year Age Groups, Sex, 6 Races, and Hispanic Origin","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/pep/cochar6', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,Vintage 2013 Population Estimates: County Total Population and Components of Change,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/pep/cty', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,"Vintage 2013 Population Estimates: Housing Unit Estimates for US, States, and Counties","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/pep/housing', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,"Vintage 2013 Population Estimates: National Monthly Population Estimates by Single Year of Age , Sex, 5 Races, Hispanic Origin, and Universe","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/pep/monthlynatchar5', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,"Vintage 2013 Population Estimates: National Monthly Population Estimates by Single Year of Age, Sex, 6 Races, Hispanic Origin, and Universe","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/pep/monthlynatchar6', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,"Vintage 2013 Population Estimates: US, State, and PR Population Age 18+","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/pep/natstprc18', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,"Vintage 2013 Population Estimates: US, State, and PR Total Population and Components of Change","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/pep/natstprc', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,Vintage 2013 Population Estimates: Puerto Rico Commonwealth Estimates by Single Year of Age and Sex,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/pep/prcagesex', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,Vintage 2013 Population Estimates: Puerto Rico Municipios Total Population,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/pep/prm', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,Vintage 2013 Population Estimates: Puerto Rico Municipios Estimates by 5-Year Age Groups and Sex,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/pep/prmagesex', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,"Vintage 2013 Population Estimates: State Population Estimates by Single Year of Age, Sex, 5 Races, and Hispanic Origin","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/pep/stchar5', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,"Vintage 2013 Population Estimates: State Population Estimates by Single Year of Age, Sex, 6 Races, and Hispanic Origin","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/pep/stchar6', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,Vintage 2013 Population Estimates: Subcounty Population Places and MCDs,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/pep/subcty', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,2014 County Business Patterns,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/cbp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,ACS 1-Year Detailed Tables,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/acs/acs1', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,2014 Annual Survey of Entrepreneurs: Company Statistics,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/ase/csa', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,ACS 1-Year Comparison Profiles,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/acs/acs1/cprofile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,ACS 1-Year Supplemental Estimates,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/acs/acsse', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,ACS 1-Year Data Profiles,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/acs/acs1/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
