year,state,state_code,county,candidate,party,candidate_votes,total_votes
2004,Georgia,GA,Coweta,John Kerry,democrat,10647.0,42545
2004,Georgia,GA,Coweta,George W. Bush,republican,31682.0,42545
2004,Georgia,GA,Crawford,John Kerry,democrat,1552.0,4402
2004,Georgia,GA,Crawford,George W. Bush,republican,2830.0,4402
2004,Georgia,GA,Crisp,John Kerry,democrat,2357.0,6250
2004,Georgia,GA,Crisp,George W. Bush,republican,3865.0,6250
2004,Georgia,GA,Dade,John Kerry,democrat,1823.0,6230
2004,Georgia,GA,Dade,George W. Bush,republican,4368.0,6230
2004,Georgia,GA,Dawson,John Kerry,democrat,1407.0,8113
2004,Georgia,GA,Dawson,George W. Bush,republican,6649.0,8113
2004,Georgia,GA,Decatur,John Kerry,democrat,3577.0,8951
2004,Georgia,GA,Decatur,George W. Bush,republican,5348.0,8951
2004,Georgia,GA,DeKalb,John Kerry,democrat,200787.0,276139
2004,Georgia,GA,DeKalb,George W. Bush,republican,73570.0,276139
2004,Georgia,GA,Dodge,John Kerry,democrat,2384.0,6995
2004,Georgia,GA,Dodge,George W. Bush,republican,4584.0,6995
2004,Georgia,GA,Dooly,John Kerry,democrat,1973.0,3844
2004,Georgia,GA,Dooly,George W. Bush,republican,1853.0,3844
2004,Georgia,GA,Dougherty,John Kerry,democrat,19805.0,33647
2004,Georgia,GA,Dougherty,George W. Bush,republican,13711.0,33647
2004,Georgia,GA,Douglas,John Kerry,democrat,15997.0,42065
2004,Georgia,GA,Douglas,George W. Bush,republican,25846.0,42065
2004,Georgia,GA,Early,John Kerry,democrat,1701.0,4213
2004,Georgia,GA,Early,George W. Bush,republican,2495.0,4213
2004,Georgia,GA,Echols,John Kerry,democrat,231.0,991
2004,Georgia,GA,Echols,George W. Bush,republican,757.0,991
2004,Georgia,GA,Effingham,John Kerry,democrat,3613.0,16167
2004,Georgia,GA,Effingham,George W. Bush,republican,12503.0,16167
2004,Georgia,GA,Elbert,John Kerry,democrat,2984.0,7656
2004,Georgia,GA,Elbert,George W. Bush,republican,4626.0,7656
2004,Georgia,GA,Emanuel,John Kerry,democrat,2774.0,7468
2004,Georgia,GA,Emanuel,George W. Bush,republican,4666.0,7468
2004,Georgia,GA,Evans,John Kerry,democrat,1213.0,3514
2004,Georgia,GA,Evans,George W. Bush,republican,2291.0,3514
2004,Georgia,GA,Fannin,John Kerry,democrat,2727.0,9650
2004,Georgia,GA,Fannin,George W. Bush,republican,6862.0,9650
2004,Georgia,GA,Fayette,John Kerry,democrat,14887.0,52528
2004,Georgia,GA,Fayette,George W. Bush,republican,37346.0,52528
2004,Georgia,GA,Floyd,John Kerry,democrat,10038.0,31625
2004,Georgia,GA,Floyd,George W. Bush,republican,21400.0,31625
2004,Georgia,GA,Forsyth,John Kerry,democrat,9201.0,56826
2004,Georgia,GA,Forsyth,George W. Bush,republican,47267.0,56826
2004,Georgia,GA,Franklin,John Kerry,democrat,2245.0,7502
2004,Georgia,GA,Franklin,George W. Bush,republican,5218.0,7502
2004,Georgia,GA,Fulton,John Kerry,democrat,199436.0,336024
2004,Georgia,GA,Fulton,George W. Bush,republican,134372.0,336024
2004,Georgia,GA,Gilmer,John Kerry,democrat,2510.0,9998
2004,Georgia,GA,Gilmer,George W. Bush,republican,7414.0,9998
2004,Georgia,GA,Glascock,John Kerry,democrat,250.0,1269
2004,Georgia,GA,Glascock,George W. Bush,republican,1016.0,1269
2004,Georgia,GA,Glynn,John Kerry,democrat,8962.0,27692
2004,Georgia,GA,Glynn,George W. Bush,republican,18608.0,27692
2004,Georgia,GA,Gordon,John Kerry,democrat,4028.0,15775
2004,Georgia,GA,Gordon,George W. Bush,republican,11671.0,15775
2004,Georgia,GA,Grady,John Kerry,democrat,3092.0,8191
2004,Georgia,GA,Grady,George W. Bush,republican,5068.0,8191
2004,Georgia,GA,Greene,John Kerry,democrat,2774.0,6872
2004,Georgia,GA,Greene,George W. Bush,republican,4069.0,6872
2004,Georgia,GA,Gwinnett,John Kerry,democrat,81708.0,243917
2004,Georgia,GA,Gwinnett,George W. Bush,republican,160445.0,243917
2004,Georgia,GA,Habersham,John Kerry,democrat,2750.0,13245
2004,Georgia,GA,Habersham,George W. Bush,republican,10434.0,13245
2004,Georgia,GA,Hall,John Kerry,democrat,10514.0,49696
2004,Georgia,GA,Hall,George W. Bush,republican,38883.0,49696
2004,Georgia,GA,Hancock,John Kerry,democrat,2715.0,3550
2004,Georgia,GA,Hancock,George W. Bush,republican,822.0,3550
2004,Georgia,GA,Haralson,John Kerry,democrat,2434.0,10193
2004,Georgia,GA,Haralson,George W. Bush,republican,7703.0,10193
2004,Georgia,GA,Harris,John Kerry,democrat,3400.0,12331
2004,Georgia,GA,Harris,George W. Bush,republican,8878.0,12331
2004,Georgia,GA,Hart,John Kerry,democrat,3479.0,9021
2004,Georgia,GA,Hart,George W. Bush,republican,5500.0,9021
2004,Georgia,GA,Heard,John Kerry,democrat,1148.0,3955
2004,Georgia,GA,Heard,George W. Bush,republican,2788.0,3955
2004,Georgia,GA,Henry,John Kerry,democrat,21096.0,64153
2004,Georgia,GA,Henry,George W. Bush,republican,42759.0,64153
2004,Georgia,GA,Houston,John Kerry,democrat,15054.0,45153
2004,Georgia,GA,Houston,George W. Bush,republican,29862.0,45153
2004,Georgia,GA,Irwin,John Kerry,democrat,1051.0,3414
2004,Georgia,GA,Irwin,George W. Bush,republican,2347.0,3414
2004,Georgia,GA,Jackson,John Kerry,democrat,3468.0,16170
2004,Georgia,GA,Jackson,George W. Bush,republican,12611.0,16170
2004,Georgia,GA,Jasper,John Kerry,democrat,1558.0,4740
2004,Georgia,GA,Jasper,George W. Bush,republican,3157.0,4740
2004,Georgia,GA,Jeff Davis,John Kerry,democrat,1277.0,4844
2004,Georgia,GA,Jeff Davis,George W. Bush,republican,3549.0,4844
2004,Georgia,GA,Jefferson,John Kerry,democrat,3447.0,6535
2004,Georgia,GA,Jefferson,George W. Bush,republican,3066.0,6535
2004,Georgia,GA,Jenkins,John Kerry,democrat,1494.0,3403
2004,Georgia,GA,Jenkins,George W. Bush,republican,1898.0,3403
2004,Georgia,GA,Johnson,John Kerry,democrat,1263.0,3553
2004,Georgia,GA,Johnson,George W. Bush,republican,2279.0,3553
2004,Georgia,GA,Jones,John Kerry,democrat,3855.0,10845
2004,Georgia,GA,Jones,George W. Bush,republican,6939.0,10845
2004,Georgia,GA,Lamar,John Kerry,democrat,2432.0,6494
2004,Georgia,GA,Lamar,George W. Bush,republican,4027.0,6494
2004,Georgia,GA,Lanier,John Kerry,democrat,931.0,2584
2004,Georgia,GA,Lanier,George W. Bush,republican,1641.0,2584
2004,Georgia,GA,Laurens,John Kerry,democrat,6281.0,17237
2004,Georgia,GA,Laurens,George W. Bush,republican,10883.0,17237
2004,Georgia,GA,Lee,John Kerry,democrat,2182.0,10413
2004,Georgia,GA,Lee,George W. Bush,republican,8201.0,10413
2004,Georgia,GA,Liberty,John Kerry,democrat,6619.0,12800
2004,Georgia,GA,Liberty,George W. Bush,republican,6131.0,12800
2004,Georgia,GA,Lincoln,John Kerry,democrat,1337.0,3657
2004,Georgia,GA,Lincoln,George W. Bush,republican,2309.0,3657
2004,Georgia,GA,Long,John Kerry,democrat,1033.0,3036
2004,Georgia,GA,Long,George W. Bush,republican,1994.0,3036
2004,Georgia,GA,Lowndes,John Kerry,democrat,12516.0,31622
2004,Georgia,GA,Lowndes,George W. Bush,republican,18981.0,31622
2004,Georgia,GA,Lumpkin,John Kerry,democrat,2091.0,8855
2004,Georgia,GA,Lumpkin,George W. Bush,republican,6690.0,8855
2004,Georgia,GA,McDuffie,John Kerry,democrat,2899.0,7773
2004,Georgia,GA,McDuffie,George W. Bush,republican,4846.0,7773
2004,Georgia,GA,McIntosh,John Kerry,democrat,2523.0,5378
2004,Georgia,GA,McIntosh,George W. Bush,republican,2837.0,5378
2004,Georgia,GA,Macon,John Kerry,democrat,2906.0,4777
2004,Georgia,GA,Macon,George W. Bush,republican,1851.0,4777
2004,Georgia,GA,Madison,John Kerry,democrat,2527.0,9833
2004,Georgia,GA,Madison,George W. Bush,republican,7254.0,9833
2004,Georgia,GA,Marion,John Kerry,democrat,1275.0,2952
2004,Georgia,GA,Marion,George W. Bush,republican,1670.0,2952
2004,Georgia,GA,Meriwether,John Kerry,democrat,3709.0,8147
2004,Georgia,GA,Meriwether,George W. Bush,republican,4402.0,8147
2004,Georgia,GA,Miller,John Kerry,democrat,736.0,2441
2004,Georgia,GA,Miller,George W. Bush,republican,1694.0,2441
2004,Georgia,GA,Mitchell,John Kerry,democrat,3360.0,7267
2004,Georgia,GA,Mitchell,George W. Bush,republican,3885.0,7267
2004,Georgia,GA,Monroe,John Kerry,democrat,3216.0,9783
2004,Georgia,GA,Monroe,George W. Bush,republican,6522.0,9783
2004,Georgia,GA,Montgomery,John Kerry,democrat,1007.0,3168
2004,Georgia,GA,Montgomery,George W. Bush,republican,2150.0,3168
2004,Georgia,GA,Morgan,John Kerry,democrat,2304.0,7242
2004,Georgia,GA,Morgan,George W. Bush,republican,4902.0,7242
2004,Georgia,GA,Murray,John Kerry,democrat,2899.0,10689
2004,Georgia,GA,Murray,George W. Bush,republican,7745.0,10689
2004,Georgia,GA,Muscogee,John Kerry,democrat,32867.0,63948
2004,Georgia,GA,Muscogee,George W. Bush,republican,30850.0,63948
2004,Georgia,GA,Newton,John Kerry,democrat,10939.0,29166
2004,Georgia,GA,Newton,George W. Bush,republican,18095.0,29166
2004,Georgia,GA,Oconee,John Kerry,democrat,3789.0,14170
2004,Georgia,GA,Oconee,George W. Bush,republican,10276.0,14170
2004,Georgia,GA,Oglethorpe,John Kerry,democrat,1899.0,5628
2004,Georgia,GA,Oglethorpe,George W. Bush,republican,3688.0,5628
2004,Georgia,GA,Paulding,John Kerry,democrat,9420.0,40467
2004,Georgia,GA,Paulding,George W. Bush,republican,30843.0,40467
2004,Georgia,GA,Peach,John Kerry,democrat,3961.0,8545
2004,Georgia,GA,Peach,George W. Bush,republican,4554.0,8545
2004,Georgia,GA,Pickens,John Kerry,democrat,2444.0,10627
2004,Georgia,GA,Pickens,George W. Bush,republican,8115.0,10627
2004,Georgia,GA,Pierce,John Kerry,democrat,1234.0,5923
2004,Georgia,GA,Pierce,George W. Bush,republican,4680.0,5923
2004,Georgia,GA,Pike,John Kerry,democrat,1506.0,6741
2004,Georgia,GA,Pike,George W. Bush,republican,5193.0,6741
2004,Georgia,GA,Polk,John Kerry,democrat,3868.0,12395
2004,Georgia,GA,Polk,George W. Bush,republican,8467.0,12395
2004,Georgia,GA,Pulaski,John Kerry,democrat,1294.0,3511
2004,Georgia,GA,Pulaski,George W. Bush,republican,2202.0,3511
2004,Georgia,GA,Putnam,John Kerry,democrat,2880.0,8107
2004,Georgia,GA,Putnam,George W. Bush,republican,5188.0,8107
2004,Georgia,GA,Quitman,John Kerry,democrat,543.0,965
2004,Georgia,GA,Quitman,George W. Bush,republican,409.0,965
2004,Georgia,GA,Rabun,John Kerry,democrat,1918.0,6625
2004,Georgia,GA,Rabun,George W. Bush,republican,4650.0,6625
2004,Georgia,GA,Randolph,John Kerry,democrat,1612.0,3047
2004,Georgia,GA,Randolph,George W. Bush,republican,1418.0,3047
2004,Georgia,GA,Richmond,John Kerry,democrat,39262.0,69282
2004,Georgia,GA,Richmond,George W. Bush,republican,29764.0,69282
2004,Georgia,GA,Rockdale,John Kerry,democrat,12136.0,31156
2004,Georgia,GA,Rockdale,George W. Bush,republican,18856.0,31156
2004,Georgia,GA,Schley,John Kerry,democrat,464.0,1530
2004,Georgia,GA,Schley,George W. Bush,republican,1063.0,1530
2004,Georgia,GA,Screven,John Kerry,democrat,2534.0,5923
2004,Georgia,GA,Screven,George W. Bush,republican,3360.0,5923
2004,Georgia,GA,Seminole,John Kerry,democrat,1278.0,3274
2004,Georgia,GA,Seminole,George W. Bush,republican,1977.0,3274
2004,Georgia,GA,Spalding,John Kerry,democrat,7460.0,21007
2004,Georgia,GA,Spalding,George W. Bush,republican,13461.0,21007
2004,Georgia,GA,Stephens,John Kerry,democrat,2714.0,9660
2004,Georgia,GA,Stephens,George W. Bush,republican,6904.0,9660
2004,Georgia,GA,Stewart,John Kerry,democrat,1220.0,2031
2004,Georgia,GA,Stewart,George W. Bush,republican,797.0,2031
2004,Georgia,GA,Sumter,John Kerry,democrat,5562.0,11287
2004,Georgia,GA,Sumter,George W. Bush,republican,5688.0,11287
2004,Georgia,GA,Talbot,John Kerry,democrat,1830.0,2943
2004,Georgia,GA,Talbot,George W. Bush,republican,1103.0,2943
2004,Georgia,GA,Taliaferro,John Kerry,democrat,612.0,951
2004,Georgia,GA,Taliaferro,George W. Bush,republican,335.0,951
2004,Georgia,GA,Tattnall,John Kerry,democrat,1787.0,6463
2004,Georgia,GA,Tattnall,George W. Bush,republican,4657.0,6463
2004,Georgia,GA,Taylor,John Kerry,democrat,1458.0,3381
2004,Georgia,GA,Taylor,George W. Bush,republican,1912.0,3381
2004,Georgia,GA,Telfair,John Kerry,democrat,1590.0,3775
2004,Georgia,GA,Telfair,George W. Bush,republican,2171.0,3775
2004,Georgia,GA,Terrell,John Kerry,democrat,1951.0,3824
2004,Georgia,GA,Terrell,George W. Bush,republican,1859.0,3824
2004,Georgia,GA,Thomas,John Kerry,democrat,5997.0,15705
2004,Georgia,GA,Thomas,George W. Bush,republican,9659.0,15705
2004,Georgia,GA,Tift,John Kerry,democrat,3864.0,12520
2004,Georgia,GA,Tift,George W. Bush,republican,8619.0,12520
2004,Georgia,GA,Toombs,John Kerry,democrat,2567.0,8813
2004,Georgia,GA,Toombs,George W. Bush,republican,6196.0,8813
2004,Georgia,GA,Towns,John Kerry,democrat,1430.0,5277
2004,Georgia,GA,Towns,George W. Bush,republican,3823.0,5277
2004,Georgia,GA,Treutlen,John Kerry,democrat,1052.0,2756
2004,Georgia,GA,Treutlen,George W. Bush,republican,1691.0,2756
2004,Georgia,GA,Troup,John Kerry,democrat,7630.0,21912
2004,Georgia,GA,Troup,George W. Bush,republican,14183.0,21912
2004,Georgia,GA,Turner,John Kerry,democrat,1135.0,2960
2004,Georgia,GA,Turner,George W. Bush,republican,1815.0,2960
2004,Georgia,GA,Twiggs,John Kerry,democrat,2220.0,4365
2004,Georgia,GA,Twiggs,George W. Bush,republican,2112.0,4365
2004,Georgia,GA,Union,John Kerry,democrat,2327.0,9225
2004,Georgia,GA,Union,George W. Bush,republican,6847.0,9225
2004,Georgia,GA,Upson,John Kerry,democrat,3424.0,10086
2004,Georgia,GA,Upson,George W. Bush,republican,6634.0,10086
2004,Georgia,GA,Walker,John Kerry,democrat,5986.0,21453
2004,Georgia,GA,Walker,George W. Bush,republican,15340.0,21453
2004,Georgia,GA,Walton,John Kerry,democrat,5887.0,27624
2004,Georgia,GA,Walton,George W. Bush,republican,21594.0,27624
2004,Georgia,GA,Ware,John Kerry,democrat,3449.0,11281
2004,Georgia,GA,Ware,George W. Bush,republican,7790.0,11281
2004,Georgia,GA,Warren,John Kerry,democrat,1360.0,2489
2004,Georgia,GA,Warren,George W. Bush,republican,1121.0,2489
2004,Georgia,GA,Washington,John Kerry,democrat,3733.0,7847
2004,Georgia,GA,Washington,George W. Bush,republican,4081.0,7847
2004,Georgia,GA,Wayne,John Kerry,democrat,2683.0,9542
2004,Georgia,GA,Wayne,George W. Bush,republican,6819.0,9542
2004,Georgia,GA,Webster,John Kerry,democrat,515.0,1004
2004,Georgia,GA,Webster,George W. Bush,republican,485.0,1004
2004,Georgia,GA,Wheeler,John Kerry,democrat,847.0,2049
2004,Georgia,GA,Wheeler,George W. Bush,republican,1192.0,2049
2004,Georgia,GA,White,John Kerry,democrat,2016.0,9483
2004,Georgia,GA,White,George W. Bush,republican,7403.0,9483
2004,Georgia,GA,Whitfield,John Kerry,democrat,6933.0,26356
2004,Georgia,GA,Whitfield,George W. Bush,republican,19297.0,26356
2004,Georgia,GA,Wilcox,John Kerry,democrat,902.0,2613
2004,Georgia,GA,Wilcox,George W. Bush,republican,1705.0,2613
2004,Georgia,GA,Wilkes,John Kerry,democrat,2028.0,4543
2004,Georgia,GA,Wilkes,George W. Bush,republican,2490.0,4543
2004,Georgia,GA,Wilkinson,John Kerry,democrat,2235.0,4514
2004,Georgia,GA,Wilkinson,George W. Bush,republican,2261.0,4514
2004,Georgia,GA,Worth,John Kerry,democrat,2219.0,7348
2004,Georgia,GA,Worth,George W. Bush,republican,5105.0,7348
2004,Hawaii,HI,Hawaii,John Kerry,democrat,35116.0,57702
2004,Hawaii,HI,Hawaii,George W. Bush,republican,22032.0,57702
2004,Hawaii,HI,Honolulu,John Kerry,democrat,152500.0,298547
2004,Hawaii,HI,Honolulu,George W. Bush,republican,144157.0,298547
2004,Hawaii,HI,Kauai,John Kerry,democrat,14916.0,24876
2004,Hawaii,HI,Kauai,George W. Bush,republican,9740.0,24876
2004,Hawaii,HI,Maui,John Kerry,democrat,28803.0,47430
2004,Hawaii,HI,Maui,George W. Bush,republican,18187.0,47430
2004,Idaho,ID,Ada,John Kerry,democrat,58523.0,155002
2004,Idaho,ID,Ada,George W. Bush,republican,94641.0,155002
2004,Idaho,ID,Adams,John Kerry,democrat,555.0,2063
2004,Idaho,ID,Adams,George W. Bush,republican,1468.0,2063
2004,Idaho,ID,Bannock,John Kerry,democrat,12903.0,34843
2004,Idaho,ID,Bannock,George W. Bush,republican,21479.0,34843
2004,Idaho,ID,Bear Lake,John Kerry,democrat,494.0,3040
2004,Idaho,ID,Bear Lake,George W. Bush,republican,2506.0,3040
2004,Idaho,ID,Benewah,John Kerry,democrat,1148.0,4047
2004,Idaho,ID,Benewah,George W. Bush,republican,2823.0,4047
2004,Idaho,ID,Bingham,John Kerry,democrat,3605.0,16564
2004,Idaho,ID,Bingham,George W. Bush,republican,12734.0,16564
2004,Idaho,ID,Blaine,John Kerry,democrat,5992.0,10146
2004,Idaho,ID,Blaine,George W. Bush,republican,4034.0,10146
2004,Idaho,ID,Boise,John Kerry,democrat,970.0,3527
2004,Idaho,ID,Boise,George W. Bush,republican,2501.0,3527
2004,Idaho,ID,Bonner,John Kerry,democrat,6649.0,17681
2004,Idaho,ID,Bonner,George W. Bush,republican,10697.0,17681
2004,Idaho,ID,Bonneville,John Kerry,democrat,8356.0,38871
2004,Idaho,ID,Bonneville,George W. Bush,republican,30048.0,38871
2004,Idaho,ID,Boundary,John Kerry,democrat,1268.0,4378
2004,Idaho,ID,Boundary,George W. Bush,republican,3012.0,4378
2004,Idaho,ID,Butte,John Kerry,democrat,321.0,1406
2004,Idaho,ID,Butte,George W. Bush,republican,1077.0,1406
2004,Idaho,ID,Camas,John Kerry,democrat,139.0,595
2004,Idaho,ID,Camas,George W. Bush,republican,450.0,595
2004,Idaho,ID,Canyon,John Kerry,democrat,13415.0,55692
2004,Idaho,ID,Canyon,George W. Bush,republican,41599.0,55692
2004,Idaho,ID,Caribou,John Kerry,democrat,491.0,3281
2004,Idaho,ID,Caribou,George W. Bush,republican,2753.0,3281
2004,Idaho,ID,Cassia,John Kerry,democrat,1153.0,7821
2004,Idaho,ID,Cassia,George W. Bush,republican,6562.0,7821
2004,Idaho,ID,Clark,John Kerry,democrat,46.0,353
2004,Idaho,ID,Clark,George W. Bush,republican,302.0,353
2004,Idaho,ID,Clearwater,John Kerry,democrat,1117.0,4034
2004,Idaho,ID,Clearwater,George W. Bush,republican,2839.0,4034
2004,Idaho,ID,Custer,John Kerry,democrat,559.0,2358
2004,Idaho,ID,Custer,George W. Bush,republican,1762.0,2358
2004,Idaho,ID,Elmore,John Kerry,democrat,1959.0,8059
2004,Idaho,ID,Elmore,George W. Bush,republican,6011.0,8059
2004,Idaho,ID,Franklin,John Kerry,democrat,456.0,5054
2004,Idaho,ID,Franklin,George W. Bush,republican,4527.0,5054
2004,Idaho,ID,Fremont,John Kerry,democrat,741.0,5769
2004,Idaho,ID,Fremont,George W. Bush,republican,4965.0,5769
2004,Idaho,ID,Gem,John Kerry,democrat,1628.0,7134
2004,Idaho,ID,Gem,George W. Bush,republican,5416.0,7134
2004,Idaho,ID,Gooding,John Kerry,democrat,1278.0,5325
2004,Idaho,ID,Gooding,George W. Bush,republican,3973.0,5325
2004,Idaho,ID,Idaho,John Kerry,democrat,1689.0,7965
2004,Idaho,ID,Idaho,George W. Bush,republican,6017.0,7965
2004,Idaho,ID,Jefferson,John Kerry,democrat,1084.0,8906
2004,Idaho,ID,Jefferson,George W. Bush,republican,7703.0,8906
2004,Idaho,ID,Jerome,John Kerry,democrat,1344.0,6580
2004,Idaho,ID,Jerome,George W. Bush,republican,5177.0,6580
2004,Idaho,ID,Kootenai,John Kerry,democrat,17584.0,54596
2004,Idaho,ID,Kootenai,George W. Bush,republican,36173.0,54596
2004,Idaho,ID,Latah,John Kerry,democrat,8430.0,17547
2004,Idaho,ID,Latah,George W. Bush,republican,8686.0,17547
2004,Idaho,ID,Lemhi,John Kerry,democrat,915.0,4053
2004,Idaho,ID,Lemhi,George W. Bush,republican,3079.0,4053
2004,Idaho,ID,Lewis,John Kerry,democrat,440.0,1820
2004,Idaho,ID,Lewis,George W. Bush,republican,1359.0,1820
2004,Idaho,ID,Lincoln,John Kerry,democrat,466.0,1875
2004,Idaho,ID,Lincoln,George W. Bush,republican,1388.0,1875
2004,Idaho,ID,Madison,John Kerry,democrat,826.0,11637
2004,Idaho,ID,Madison,George W. Bush,republican,10693.0,11637
2004,Idaho,ID,Minidoka,John Kerry,democrat,1331.0,7200
2004,Idaho,ID,Minidoka,George W. Bush,republican,5797.0,7200
2004,Idaho,ID,Nez Perce,John Kerry,democrat,6476.0,17700
2004,Idaho,ID,Nez Perce,George W. Bush,republican,11009.0,17700
2004,Idaho,ID,Oneida,John Kerry,democrat,304.0,2133
2004,Idaho,ID,Oneida,George W. Bush,republican,1789.0,2133
2004,Idaho,ID,Owyhee,John Kerry,democrat,685.0,3590
2004,Idaho,ID,Owyhee,George W. Bush,republican,2859.0,3590
2004,Idaho,ID,Payette,John Kerry,democrat,1848.0,8180
2004,Idaho,ID,Payette,George W. Bush,republican,6256.0,8180
2004,Idaho,ID,Power,John Kerry,democrat,829.0,2958
2004,Idaho,ID,Power,George W. Bush,republican,2105.0,2958
2004,Idaho,ID,Shoshone,John Kerry,democrat,2331.0,5337
2004,Idaho,ID,Shoshone,George W. Bush,republican,2922.0,5337
2004,Idaho,ID,Teton,John Kerry,democrat,1416.0,3690
2004,Idaho,ID,Teton,George W. Bush,republican,2235.0,3690
2004,Idaho,ID,Twin Falls,John Kerry,democrat,6458.0,26435
2004,Idaho,ID,Twin Falls,George W. Bush,republican,19672.0,26435
2004,Idaho,ID,Valley,John Kerry,democrat,1843.0,4772
2004,Idaho,ID,Valley,George W. Bush,republican,2863.0,4772
2004,Idaho,ID,Washington,John Kerry,democrat,1033.0,4359
2004,Idaho,ID,Washington,George W. Bush,republican,3274.0,4359
2004,Illinois,IL,Adams,John Kerry,democrat,10511.0,31477
2004,Illinois,IL,Adams,George W. Bush,republican,20834.0,31477
2004,Illinois,IL,Alexander,John Kerry,democrat,2016.0,3873
2004,Illinois,IL,Alexander,George W. Bush,republican,1831.0,3873
2004,Illinois,IL,Bond,John Kerry,democrat,3228.0,7369
2004,Illinois,IL,Bond,George W. Bush,republican,4068.0,7369
2004,Illinois,IL,Boone,John Kerry,democrat,8286.0,19541
2004,Illinois,IL,Boone,George W. Bush,republican,11132.0,19541
2004,Illinois,IL,Brown,John Kerry,democrat,895.0,2585
2004,Illinois,IL,Brown,George W. Bush,republican,1679.0,2585
2004,Illinois,IL,Bureau,John Kerry,democrat,7961.0,17902
2004,Illinois,IL,Bureau,George W. Bush,republican,9822.0,17902
2004,Illinois,IL,Calhoun,John Kerry,democrat,1367.0,2706
2004,Illinois,IL,Calhoun,George W. Bush,republican,1317.0,2706
2004,Illinois,IL,Carroll,John Kerry,democrat,3537.0,8135
2004,Illinois,IL,Carroll,George W. Bush,republican,4534.0,8135
2004,Illinois,IL,Cass,John Kerry,democrat,2492.0,5700
2004,Illinois,IL,Cass,George W. Bush,republican,3163.0,5700
2004,Illinois,IL,Champaign,John Kerry,democrat,41524.0,82434
2004,Illinois,IL,Champaign,George W. Bush,republican,39896.0,82434
2004,Illinois,IL,Christian,John Kerry,democrat,6112.0,15267
2004,Illinois,IL,Christian,George W. Bush,republican,9044.0,15267
2004,Illinois,IL,Clark,John Kerry,democrat,2877.0,8007
2004,Illinois,IL,Clark,George W. Bush,republican,5082.0,8007
2004,Illinois,IL,Clay,John Kerry,democrat,2101.0,6554
2004,Illinois,IL,Clay,George W. Bush,republican,4416.0,6554
2004,Illinois,IL,Clinton,John Kerry,democrat,6797.0,17131
2004,Illinois,IL,Clinton,George W. Bush,republican,10219.0,17131
2004,Illinois,IL,Coles,John Kerry,democrat,9566.0,22780
2004,Illinois,IL,Coles,George W. Bush,republican,13015.0,22780
2004,Illinois,IL,Cook,John Kerry,democrat,1439724.0,2049434
2004,Illinois,IL,Cook,George W. Bush,republican,597405.0,2049434
2004,Illinois,IL,Crawford,John Kerry,democrat,3194.0,9332
2004,Illinois,IL,Crawford,George W. Bush,republican,6083.0,9332
2004,Illinois,IL,Cumberland,John Kerry,democrat,1862.0,5416
2004,Illinois,IL,Cumberland,George W. Bush,republican,3497.0,5416
2004,Illinois,IL,DeKalb,John Kerry,democrat,19263.0,40768
2004,Illinois,IL,DeKalb,George W. Bush,republican,21095.0,40768
2004,Illinois,IL,De Witt,John Kerry,democrat,2836.0,7798
2004,Illinois,IL,De Witt,George W. Bush,republican,4920.0,7798
2004,Illinois,IL,Douglas,John Kerry,democrat,2767.0,8540
2004,Illinois,IL,Douglas,George W. Bush,republican,5702.0,8540
2004,Illinois,IL,DuPage,John Kerry,democrat,180097.0,402446
2004,Illinois,IL,DuPage,George W. Bush,republican,218902.0,402446
2004,Illinois,IL,Edgar,John Kerry,democrat,3093.0,8429
2004,Illinois,IL,Edgar,George W. Bush,republican,5258.0,8429
2004,Illinois,IL,Edwards,John Kerry,democrat,930.0,3364
2004,Illinois,IL,Edwards,George W. Bush,republican,2412.0,3364
2004,Illinois,IL,Effingham,John Kerry,democrat,4388.0,16278
2004,Illinois,IL,Effingham,George W. Bush,republican,11774.0,16278
2004,Illinois,IL,Fayette,John Kerry,democrat,3571.0,9549
2004,Illinois,IL,Fayette,George W. Bush,republican,5880.0,9549
2004,Illinois,IL,Ford,John Kerry,democrat,1912.0,6479
2004,Illinois,IL,Ford,George W. Bush,republican,4511.0,6479
2004,Illinois,IL,Franklin,John Kerry,democrat,8816.0,19352
2004,Illinois,IL,Franklin,George W. Bush,republican,10388.0,19352
2004,Illinois,IL,Fulton,John Kerry,democrat,9080.0,17035
2004,Illinois,IL,Fulton,George W. Bush,republican,7818.0,17035
2004,Illinois,IL,Gallatin,John Kerry,democrat,1573.0,3225
2004,Illinois,IL,Gallatin,George W. Bush,republican,1619.0,3225
2004,Illinois,IL,Greene,John Kerry,democrat,2457.0,6068
2004,Illinois,IL,Greene,George W. Bush,republican,3559.0,6068
2004,Illinois,IL,Grundy,John Kerry,democrat,8463.0,19831
2004,Illinois,IL,Grundy,George W. Bush,republican,11198.0,19831
2004,Illinois,IL,Hamilton,John Kerry,democrat,1814.0,4514
2004,Illinois,IL,Hamilton,George W. Bush,republican,2653.0,4514
2004,Illinois,IL,Hancock,John Kerry,democrat,3975.0,9899
2004,Illinois,IL,Hancock,George W. Bush,republican,5837.0,9899
2004,Illinois,IL,Hardin,John Kerry,democrat,923.0,2437
2004,Illinois,IL,Hardin,George W. Bush,republican,1501.0,2437
2004,Illinois,IL,Henderson,John Kerry,democrat,2269.0,4153
2004,Illinois,IL,Henderson,George W. Bush,republican,1857.0,4153
