location,year,state,state_po,county,candidate,party,candidatevotes,totalvotes,Location
"Idaho, Lincoln",2000,Idaho,ID,Lincoln,Ralph Nader,green,18.0,1574,"Idaho, Lincoln"
"Idaho, Madison",2000,Idaho,ID,Madison,Al Gore,democrat,816.0,8970,"Idaho, Madison"
"Idaho, Madison",2000,Idaho,ID,Madison,George W. Bush,republican,7941.0,8970,"Idaho, Madison"
"Idaho, Madison",2000,Idaho,ID,Madison,Ralph Nader,green,37.0,8970,"Idaho, Madison"
"Idaho, Minidoka",2000,Idaho,ID,Minidoka,Al Gore,democrat,1344.0,6518,"Idaho, Minidoka"
"Idaho, Minidoka",2000,Idaho,ID,Minidoka,George W. Bush,republican,4907.0,6518,"Idaho, Minidoka"
"Idaho, Minidoka",2000,Idaho,ID,Minidoka,Ralph Nader,green,30.0,6518,"Idaho, Minidoka"
"Idaho, Nez Perce",2000,Idaho,ID,Nez Perce,Al Gore,democrat,4995.0,16021,"Idaho, Nez Perce"
"Idaho, Nez Perce",2000,Idaho,ID,Nez Perce,George W. Bush,republican,10577.0,16021,"Idaho, Nez Perce"
"Idaho, Nez Perce",2000,Idaho,ID,Nez Perce,Ralph Nader,green,141.0,16021,"Idaho, Nez Perce"
"Idaho, Oneida",2000,Idaho,ID,Oneida,Al Gore,democrat,307.0,1798,"Idaho, Oneida"
"Idaho, Oneida",2000,Idaho,ID,Oneida,George W. Bush,republican,1426.0,1798,"Idaho, Oneida"
"Idaho, Oneida",2000,Idaho,ID,Oneida,Ralph Nader,green,8.0,1798,"Idaho, Oneida"
"Idaho, Owyhee",2000,Idaho,ID,Owyhee,Al Gore,democrat,623.0,3188,"Idaho, Owyhee"
"Idaho, Owyhee",2000,Idaho,ID,Owyhee,George W. Bush,republican,2450.0,3188,"Idaho, Owyhee"
"Idaho, Owyhee",2000,Idaho,ID,Owyhee,Ralph Nader,green,22.0,3188,"Idaho, Owyhee"
"Idaho, Payette",2000,Idaho,ID,Payette,Al Gore,democrat,1643.0,6858,"Idaho, Payette"
"Idaho, Payette",2000,Idaho,ID,Payette,George W. Bush,republican,4961.0,6858,"Idaho, Payette"
"Idaho, Payette",2000,Idaho,ID,Payette,Ralph Nader,green,80.0,6858,"Idaho, Payette"
"Idaho, Power",2000,Idaho,ID,Power,Al Gore,democrat,755.0,2709,"Idaho, Power"
"Idaho, Power",2000,Idaho,ID,Power,George W. Bush,republican,1872.0,2709,"Idaho, Power"
"Idaho, Power",2000,Idaho,ID,Power,Ralph Nader,green,9.0,2709,"Idaho, Power"
"Idaho, Shoshone",2000,Idaho,ID,Shoshone,Al Gore,democrat,2225.0,5385,"Idaho, Shoshone"
"Idaho, Shoshone",2000,Idaho,ID,Shoshone,George W. Bush,republican,2879.0,5385,"Idaho, Shoshone"
"Idaho, Shoshone",2000,Idaho,ID,Shoshone,Ralph Nader,green,92.0,5385,"Idaho, Shoshone"
"Idaho, Teton",2000,Idaho,ID,Teton,Al Gore,democrat,720.0,2671,"Idaho, Teton"
"Idaho, Teton",2000,Idaho,ID,Teton,George W. Bush,republican,1745.0,2671,"Idaho, Teton"
"Idaho, Teton",2000,Idaho,ID,Teton,Ralph Nader,green,151.0,2671,"Idaho, Teton"
"Idaho, Twin Falls",2000,Idaho,ID,Twin Falls,Al Gore,democrat,5777.0,22530,"Idaho, Twin Falls"
"Idaho, Twin Falls",2000,Idaho,ID,Twin Falls,George W. Bush,republican,15794.0,22530,"Idaho, Twin Falls"
"Idaho, Twin Falls",2000,Idaho,ID,Twin Falls,Ralph Nader,green,310.0,22530,"Idaho, Twin Falls"
"Idaho, Valley",2000,Idaho,ID,Valley,Al Gore,democrat,1129.0,3978,"Idaho, Valley"
"Idaho, Valley",2000,Idaho,ID,Valley,George W. Bush,republican,2548.0,3978,"Idaho, Valley"
"Idaho, Valley",2000,Idaho,ID,Valley,Ralph Nader,green,201.0,3978,"Idaho, Valley"
"Idaho, Washington",2000,Idaho,ID,Washington,Al Gore,democrat,980.0,4070,"Idaho, Washington"
"Idaho, Washington",2000,Idaho,ID,Washington,George W. Bush,republican,2899.0,4070,"Idaho, Washington"
"Idaho, Washington",2000,Idaho,ID,Washington,Ralph Nader,green,64.0,4070,"Idaho, Washington"
"Illinois, Adams",2000,Illinois,IL,Adams,Al Gore,democrat,12197.0,30109,"Illinois, Adams"
"Illinois, Adams",2000,Illinois,IL,Adams,George W. Bush,republican,17331.0,30109,"Illinois, Adams"
"Illinois, Adams",2000,Illinois,IL,Adams,Ralph Nader,green,371.0,30109,"Illinois, Adams"
"Illinois, Alexander",2000,Illinois,IL,Alexander,Al Gore,democrat,2357.0,4022,"Illinois, Alexander"
"Illinois, Alexander",2000,Illinois,IL,Alexander,George W. Bush,republican,1588.0,4022,"Illinois, Alexander"
"Illinois, Alexander",2000,Illinois,IL,Alexander,Ralph Nader,green,28.0,4022,"Illinois, Alexander"
"Illinois, Bond",2000,Illinois,IL,Bond,Al Gore,democrat,3060.0,7032,"Illinois, Bond"
"Illinois, Bond",2000,Illinois,IL,Bond,George W. Bush,republican,3804.0,7032,"Illinois, Bond"
"Illinois, Bond",2000,Illinois,IL,Bond,Ralph Nader,green,113.0,7032,"Illinois, Bond"
"Illinois, Boone",2000,Illinois,IL,Boone,Al Gore,democrat,6481.0,15523,"Illinois, Boone"
"Illinois, Boone",2000,Illinois,IL,Boone,George W. Bush,republican,8617.0,15523,"Illinois, Boone"
"Illinois, Boone",2000,Illinois,IL,Boone,Ralph Nader,green,325.0,15523,"Illinois, Boone"
"Illinois, Brown",2000,Illinois,IL,Brown,Al Gore,democrat,1077.0,2660,"Illinois, Brown"
"Illinois, Brown",2000,Illinois,IL,Brown,George W. Bush,republican,1529.0,2660,"Illinois, Brown"
"Illinois, Brown",2000,Illinois,IL,Brown,Ralph Nader,green,29.0,2660,"Illinois, Brown"
"Illinois, Bureau",2000,Illinois,IL,Bureau,Al Gore,democrat,7754.0,16823,"Illinois, Bureau"
"Illinois, Bureau",2000,Illinois,IL,Bureau,George W. Bush,republican,8526.0,16823,"Illinois, Bureau"
"Illinois, Bureau",2000,Illinois,IL,Bureau,Ralph Nader,green,363.0,16823,"Illinois, Bureau"
"Illinois, Calhoun",2000,Illinois,IL,Calhoun,Al Gore,democrat,1310.0,2602,"Illinois, Calhoun"
"Illinois, Calhoun",2000,Illinois,IL,Calhoun,George W. Bush,republican,1229.0,2602,"Illinois, Calhoun"
"Illinois, Calhoun",2000,Illinois,IL,Calhoun,Ralph Nader,green,42.0,2602,"Illinois, Calhoun"
"Illinois, Carroll",2000,Illinois,IL,Carroll,Al Gore,democrat,3113.0,7177,"Illinois, Carroll"
"Illinois, Carroll",2000,Illinois,IL,Carroll,George W. Bush,republican,3835.0,7177,"Illinois, Carroll"
"Illinois, Carroll",2000,Illinois,IL,Carroll,Ralph Nader,green,154.0,7177,"Illinois, Carroll"
"Illinois, Cass",2000,Illinois,IL,Cass,Al Gore,democrat,2789.0,5899,"Illinois, Cass"
"Illinois, Cass",2000,Illinois,IL,Cass,George W. Bush,republican,2968.0,5899,"Illinois, Cass"
"Illinois, Cass",2000,Illinois,IL,Cass,Ralph Nader,green,94.0,5899,"Illinois, Cass"
"Illinois, Champaign",2000,Illinois,IL,Champaign,Al Gore,democrat,35515.0,74285,"Illinois, Champaign"
"Illinois, Champaign",2000,Illinois,IL,Champaign,George W. Bush,republican,34645.0,74285,"Illinois, Champaign"
"Illinois, Champaign",2000,Illinois,IL,Champaign,Ralph Nader,green,3543.0,74285,"Illinois, Champaign"
"Illinois, Christian",2000,Illinois,IL,Christian,Al Gore,democrat,6799.0,14771,"Illinois, Christian"
"Illinois, Christian",2000,Illinois,IL,Christian,George W. Bush,republican,7537.0,14771,"Illinois, Christian"
"Illinois, Christian",2000,Illinois,IL,Christian,Ralph Nader,green,269.0,14771,"Illinois, Christian"
"Illinois, Clark",2000,Illinois,IL,Clark,Al Gore,democrat,2932.0,7512,"Illinois, Clark"
"Illinois, Clark",2000,Illinois,IL,Clark,George W. Bush,republican,4398.0,7512,"Illinois, Clark"
"Illinois, Clark",2000,Illinois,IL,Clark,Ralph Nader,green,126.0,7512,"Illinois, Clark"
"Illinois, Clay",2000,Illinois,IL,Clay,Al Gore,democrat,2212.0,6135,"Illinois, Clay"
"Illinois, Clay",2000,Illinois,IL,Clay,George W. Bush,republican,3789.0,6135,"Illinois, Clay"
"Illinois, Clay",2000,Illinois,IL,Clay,Ralph Nader,green,78.0,6135,"Illinois, Clay"
"Illinois, Clinton",2000,Illinois,IL,Clinton,Al Gore,democrat,6436.0,15427,"Illinois, Clinton"
"Illinois, Clinton",2000,Illinois,IL,Clinton,George W. Bush,republican,8588.0,15427,"Illinois, Clinton"
"Illinois, Clinton",2000,Illinois,IL,Clinton,Ralph Nader,green,295.0,15427,"Illinois, Clinton"
"Illinois, Coles",2000,Illinois,IL,Coles,Al Gore,democrat,8904.0,20093,"Illinois, Coles"
"Illinois, Coles",2000,Illinois,IL,Coles,George W. Bush,republican,10495.0,20093,"Illinois, Coles"
"Illinois, Coles",2000,Illinois,IL,Coles,Ralph Nader,green,507.0,20093,"Illinois, Coles"
"Illinois, Cook",2000,Illinois,IL,Cook,Al Gore,democrat,1280547.0,1865907,"Illinois, Cook"
"Illinois, Cook",2000,Illinois,IL,Cook,George W. Bush,republican,534542.0,1865907,"Illinois, Cook"
"Illinois, Cook",2000,Illinois,IL,Cook,Ralph Nader,green,42068.0,1865907,"Illinois, Cook"
"Illinois, Crawford",2000,Illinois,IL,Crawford,Al Gore,democrat,3333.0,8500,"Illinois, Crawford"
"Illinois, Crawford",2000,Illinois,IL,Crawford,George W. Bush,republican,4974.0,8500,"Illinois, Crawford"
"Illinois, Crawford",2000,Illinois,IL,Crawford,Ralph Nader,green,118.0,8500,"Illinois, Crawford"
"Illinois, Cumberland",2000,Illinois,IL,Cumberland,Al Gore,democrat,1870.0,4975,"Illinois, Cumberland"
"Illinois, Cumberland",2000,Illinois,IL,Cumberland,George W. Bush,republican,2964.0,4975,"Illinois, Cumberland"
"Illinois, Cumberland",2000,Illinois,IL,Cumberland,Ralph Nader,green,72.0,4975,"Illinois, Cumberland"
"Illinois, De Witt",2000,Illinois,IL,De Witt,Al Gore,democrat,2870.0,7051,"Illinois, De Witt"
"Illinois, De Witt",2000,Illinois,IL,De Witt,George W. Bush,republican,3968.0,7051,"Illinois, De Witt"
"Illinois, De Witt",2000,Illinois,IL,De Witt,Ralph Nader,green,133.0,7051,"Illinois, De Witt"
"Illinois, DeKalb",2000,Illinois,IL,DeKalb,Al Gore,democrat,14798.0,33233,"Illinois, DeKalb"
"Illinois, DeKalb",2000,Illinois,IL,DeKalb,George W. Bush,republican,17139.0,33233,"Illinois, DeKalb"
"Illinois, DeKalb",2000,Illinois,IL,DeKalb,Ralph Nader,green,1032.0,33233,"Illinois, DeKalb"
"Illinois, Douglas",2000,Illinois,IL,Douglas,Al Gore,democrat,3215.0,8152,"Illinois, Douglas"
"Illinois, Douglas",2000,Illinois,IL,Douglas,George W. Bush,republican,4734.0,8152,"Illinois, Douglas"
"Illinois, Douglas",2000,Illinois,IL,Douglas,Ralph Nader,green,132.0,8152,"Illinois, Douglas"
"Illinois, DuPage",2000,Illinois,IL,DuPage,Al Gore,democrat,152550.0,364362,"Illinois, DuPage"
"Illinois, DuPage",2000,Illinois,IL,DuPage,George W. Bush,republican,201037.0,364362,"Illinois, DuPage"
"Illinois, DuPage",2000,Illinois,IL,DuPage,Ralph Nader,green,8711.0,364362,"Illinois, DuPage"
"Illinois, Edgar",2000,Illinois,IL,Edgar,Al Gore,democrat,3216.0,8232,"Illinois, Edgar"
"Illinois, Edgar",2000,Illinois,IL,Edgar,George W. Bush,republican,4833.0,8232,"Illinois, Edgar"
"Illinois, Edgar",2000,Illinois,IL,Edgar,Ralph Nader,green,113.0,8232,"Illinois, Edgar"
"Illinois, Edwards",2000,Illinois,IL,Edwards,Al Gore,democrat,978.0,3260,"Illinois, Edwards"
"Illinois, Edwards",2000,Illinois,IL,Edwards,George W. Bush,republican,2212.0,3260,"Illinois, Edwards"
"Illinois, Edwards",2000,Illinois,IL,Edwards,Ralph Nader,green,42.0,3260,"Illinois, Edwards"
"Illinois, Effingham",2000,Illinois,IL,Effingham,Al Gore,democrat,4225.0,14485,"Illinois, Effingham"
"Illinois, Effingham",2000,Illinois,IL,Effingham,George W. Bush,republican,9855.0,14485,"Illinois, Effingham"
"Illinois, Effingham",2000,Illinois,IL,Effingham,Ralph Nader,green,213.0,14485,"Illinois, Effingham"
"Illinois, Fayette",2000,Illinois,IL,Fayette,Al Gore,democrat,3886.0,9338,"Illinois, Fayette"
"Illinois, Fayette",2000,Illinois,IL,Fayette,George W. Bush,republican,5200.0,9338,"Illinois, Fayette"
"Illinois, Fayette",2000,Illinois,IL,Fayette,Ralph Nader,green,122.0,9338,"Illinois, Fayette"
"Illinois, Ford",2000,Illinois,IL,Ford,Al Gore,democrat,2090.0,6153,"Illinois, Ford"
"Illinois, Ford",2000,Illinois,IL,Ford,George W. Bush,republican,3889.0,6153,"Illinois, Ford"
"Illinois, Ford",2000,Illinois,IL,Ford,Ralph Nader,green,116.0,6153,"Illinois, Ford"
"Illinois, Franklin",2000,Illinois,IL,Franklin,Al Gore,democrat,10201.0,19212,"Illinois, Franklin"
"Illinois, Franklin",2000,Illinois,IL,Franklin,George W. Bush,republican,8490.0,19212,"Illinois, Franklin"
"Illinois, Franklin",2000,Illinois,IL,Franklin,Ralph Nader,green,347.0,19212,"Illinois, Franklin"
"Illinois, Fulton",2000,Illinois,IL,Fulton,Al Gore,democrat,8940.0,16277,"Illinois, Fulton"
"Illinois, Fulton",2000,Illinois,IL,Fulton,George W. Bush,republican,6936.0,16277,"Illinois, Fulton"
"Illinois, Fulton",2000,Illinois,IL,Fulton,Ralph Nader,green,276.0,16277,"Illinois, Fulton"
"Illinois, Gallatin",2000,Illinois,IL,Gallatin,Al Gore,democrat,1878.0,3558,"Illinois, Gallatin"
"Illinois, Gallatin",2000,Illinois,IL,Gallatin,George W. Bush,republican,1591.0,3558,"Illinois, Gallatin"
"Illinois, Gallatin",2000,Illinois,IL,Gallatin,Ralph Nader,green,40.0,3558,"Illinois, Gallatin"
"Illinois, Greene",2000,Illinois,IL,Greene,Al Gore,democrat,2490.0,5767,"Illinois, Greene"
"Illinois, Greene",2000,Illinois,IL,Greene,George W. Bush,republican,3129.0,5767,"Illinois, Greene"
"Illinois, Greene",2000,Illinois,IL,Greene,Ralph Nader,green,93.0,5767,"Illinois, Greene"
"Illinois, Grundy",2000,Illinois,IL,Grundy,Al Gore,democrat,7516.0,16584,"Illinois, Grundy"
"Illinois, Grundy",2000,Illinois,IL,Grundy,George W. Bush,republican,8709.0,16584,"Illinois, Grundy"
"Illinois, Grundy",2000,Illinois,IL,Grundy,Ralph Nader,green,257.0,16584,"Illinois, Grundy"
"Illinois, Hamilton",2000,Illinois,IL,Hamilton,Al Gore,democrat,1943.0,4587,"Illinois, Hamilton"
"Illinois, Hamilton",2000,Illinois,IL,Hamilton,George W. Bush,republican,2519.0,4587,"Illinois, Hamilton"
"Illinois, Hamilton",2000,Illinois,IL,Hamilton,Ralph Nader,green,75.0,4587,"Illinois, Hamilton"
"Illinois, Hancock",2000,Illinois,IL,Hancock,Al Gore,democrat,4256.0,9691,"Illinois, Hancock"
"Illinois, Hancock",2000,Illinois,IL,Hancock,George W. Bush,republican,5134.0,9691,"Illinois, Hancock"
"Illinois, Hancock",2000,Illinois,IL,Hancock,Ralph Nader,green,161.0,9691,"Illinois, Hancock"
"Illinois, Hardin",2000,Illinois,IL,Hardin,Al Gore,democrat,1184.0,2637,"Illinois, Hardin"
"Illinois, Hardin",2000,Illinois,IL,Hardin,George W. Bush,republican,1366.0,2637,"Illinois, Hardin"
"Illinois, Hardin",2000,Illinois,IL,Hardin,Ralph Nader,green,41.0,2637,"Illinois, Hardin"
"Illinois, Henderson",2000,Illinois,IL,Henderson,Al Gore,democrat,2030.0,3866,"Illinois, Henderson"
"Illinois, Henderson",2000,Illinois,IL,Henderson,George W. Bush,republican,1708.0,3866,"Illinois, Henderson"
"Illinois, Henderson",2000,Illinois,IL,Henderson,Ralph Nader,green,74.0,3866,"Illinois, Henderson"
"Illinois, Henry",2000,Illinois,IL,Henry,Al Gore,democrat,11921.0,23470,"Illinois, Henry"
"Illinois, Henry",2000,Illinois,IL,Henry,George W. Bush,republican,10896.0,23470,"Illinois, Henry"
"Illinois, Henry",2000,Illinois,IL,Henry,Ralph Nader,green,428.0,23470,"Illinois, Henry"
"Illinois, Iroquois",2000,Illinois,IL,Iroquois,Al Gore,democrat,4397.0,13424,"Illinois, Iroquois"
"Illinois, Iroquois",2000,Illinois,IL,Iroquois,George W. Bush,republican,8685.0,13424,"Illinois, Iroquois"
"Illinois, Iroquois",2000,Illinois,IL,Iroquois,Ralph Nader,green,229.0,13424,"Illinois, Iroquois"
"Illinois, Jackson",2000,Illinois,IL,Jackson,Al Gore,democrat,11773.0,23090,"Illinois, Jackson"
"Illinois, Jackson",2000,Illinois,IL,Jackson,George W. Bush,republican,9823.0,23090,"Illinois, Jackson"
"Illinois, Jackson",2000,Illinois,IL,Jackson,Ralph Nader,green,1228.0,23090,"Illinois, Jackson"
"Illinois, Jasper",2000,Illinois,IL,Jasper,Al Gore,democrat,1815.0,5021,"Illinois, Jasper"
"Illinois, Jasper",2000,Illinois,IL,Jasper,George W. Bush,republican,3119.0,5021,"Illinois, Jasper"
"Illinois, Jasper",2000,Illinois,IL,Jasper,Ralph Nader,green,50.0,5021,"Illinois, Jasper"
"Illinois, Jefferson",2000,Illinois,IL,Jefferson,Al Gore,democrat,6685.0,15360,"Illinois, Jefferson"
"Illinois, Jefferson",2000,Illinois,IL,Jefferson,George W. Bush,republican,8362.0,15360,"Illinois, Jefferson"
"Illinois, Jefferson",2000,Illinois,IL,Jefferson,Ralph Nader,green,211.0,15360,"Illinois, Jefferson"
"Illinois, Jersey",2000,Illinois,IL,Jersey,Al Gore,democrat,4355.0,9413,"Illinois, Jersey"
"Illinois, Jersey",2000,Illinois,IL,Jersey,George W. Bush,republican,4699.0,9413,"Illinois, Jersey"
"Illinois, Jersey",2000,Illinois,IL,Jersey,Ralph Nader,green,231.0,9413,"Illinois, Jersey"
"Illinois, Jo Daviess",2000,Illinois,IL,Jo Daviess,Al Gore,democrat,4585.0,10322,"Illinois, Jo Daviess"
"Illinois, Jo Daviess",2000,Illinois,IL,Jo Daviess,George W. Bush,republican,5304.0,10322,"Illinois, Jo Daviess"
"Illinois, Jo Daviess",2000,Illinois,IL,Jo Daviess,Ralph Nader,green,314.0,10322,"Illinois, Jo Daviess"
"Illinois, Johnson",2000,Illinois,IL,Johnson,Al Gore,democrat,1928.0,5362,"Illinois, Johnson"
"Illinois, Johnson",2000,Illinois,IL,Johnson,George W. Bush,republican,3285.0,5362,"Illinois, Johnson"
"Illinois, Johnson",2000,Illinois,IL,Johnson,Ralph Nader,green,83.0,5362,"Illinois, Johnson"
"Illinois, Kane",2000,Illinois,IL,Kane,Al Gore,democrat,60127.0,141405,"Illinois, Kane"
"Illinois, Kane",2000,Illinois,IL,Kane,George W. Bush,republican,76996.0,141405,"Illinois, Kane"
"Illinois, Kane",2000,Illinois,IL,Kane,Ralph Nader,green,3274.0,141405,"Illinois, Kane"
"Illinois, Kankakee",2000,Illinois,IL,Kankakee,Al Gore,democrat,19180.0,40183,"Illinois, Kankakee"
"Illinois, Kankakee",2000,Illinois,IL,Kankakee,George W. Bush,republican,20049.0,40183,"Illinois, Kankakee"
"Illinois, Kankakee",2000,Illinois,IL,Kankakee,Ralph Nader,green,713.0,40183,"Illinois, Kankakee"
"Illinois, Kendall",2000,Illinois,IL,Kendall,Al Gore,democrat,8444.0,22769,"Illinois, Kendall"
"Illinois, Kendall",2000,Illinois,IL,Kendall,George W. Bush,republican,13688.0,22769,"Illinois, Kendall"
"Illinois, Kendall",2000,Illinois,IL,Kendall,Ralph Nader,green,481.0,22769,"Illinois, Kendall"
"Illinois, Knox",2000,Illinois,IL,Knox,Al Gore,democrat,12572.0,23174,"Illinois, Knox"
"Illinois, Knox",2000,Illinois,IL,Knox,George W. Bush,republican,9912.0,23174,"Illinois, Knox"
"Illinois, Knox",2000,Illinois,IL,Knox,Ralph Nader,green,455.0,23174,"Illinois, Knox"
"Illinois, LaSalle",2000,Illinois,IL,LaSalle,Al Gore,democrat,23355.0,46007,"Illinois, LaSalle"
"Illinois, LaSalle",2000,Illinois,IL,LaSalle,George W. Bush,republican,21276.0,46007,"Illinois, LaSalle"
"Illinois, LaSalle",2000,Illinois,IL,LaSalle,Ralph Nader,green,992.0,46007,"Illinois, LaSalle"
"Illinois, Lake",2000,Illinois,IL,Lake,Al Gore,democrat,115058.0,242164,"Illinois, Lake"
"Illinois, Lake",2000,Illinois,IL,Lake,George W. Bush,republican,120988.0,242164,"Illinois, Lake"
"Illinois, Lake",2000,Illinois,IL,Lake,Ralph Nader,green,4843.0,242164,"Illinois, Lake"
"Illinois, Lawrence",2000,Illinois,IL,Lawrence,Al Gore,democrat,2822.0,6578,"Illinois, Lawrence"
"Illinois, Lawrence",2000,Illinois,IL,Lawrence,George W. Bush,republican,3594.0,6578,"Illinois, Lawrence"
"Illinois, Lawrence",2000,Illinois,IL,Lawrence,Ralph Nader,green,101.0,6578,"Illinois, Lawrence"
"Illinois, Lee",2000,Illinois,IL,Lee,Al Gore,democrat,6111.0,14620,"Illinois, Lee"
"Illinois, Lee",2000,Illinois,IL,Lee,George W. Bush,republican,8069.0,14620,"Illinois, Lee"
"Illinois, Lee",2000,Illinois,IL,Lee,Ralph Nader,green,320.0,14620,"Illinois, Lee"
"Illinois, Livingston",2000,Illinois,IL,Livingston,Al Gore,democrat,5829.0,15421,"Illinois, Livingston"
"Illinois, Livingston",2000,Illinois,IL,Livingston,George W. Bush,republican,9187.0,15421,"Illinois, Livingston"
"Illinois, Livingston",2000,Illinois,IL,Livingston,Ralph Nader,green,285.0,15421,"Illinois, Livingston"
"Illinois, Logan",2000,Illinois,IL,Logan,Al Gore,democrat,4600.0,13065,"Illinois, Logan"
"Illinois, Logan",2000,Illinois,IL,Logan,George W. Bush,republican,8141.0,13065,"Illinois, Logan"
"Illinois, Logan",2000,Illinois,IL,Logan,Ralph Nader,green,208.0,13065,"Illinois, Logan"
"Illinois, Macon",2000,Illinois,IL,Macon,Al Gore,democrat,24262.0,49499,"Illinois, Macon"
"Illinois, Macon",2000,Illinois,IL,Macon,George W. Bush,republican,23830.0,49499,"Illinois, Macon"
"Illinois, Macon",2000,Illinois,IL,Macon,Ralph Nader,green,982.0,49499,"Illinois, Macon"
"Illinois, Macoupin",2000,Illinois,IL,Macoupin,Al Gore,democrat,11015.0,21389,"Illinois, Macoupin"
"Illinois, Macoupin",2000,Illinois,IL,Macoupin,George W. Bush,republican,9749.0,21389,"Illinois, Macoupin"
"Illinois, Macoupin",2000,Illinois,IL,Macoupin,Ralph Nader,green,426.0,21389,"Illinois, Macoupin"
"Illinois, Madison",2000,Illinois,IL,Madison,Al Gore,democrat,59077.0,111104,"Illinois, Madison"
"Illinois, Madison",2000,Illinois,IL,Madison,George W. Bush,republican,48821.0,111104,"Illinois, Madison"
"Illinois, Madison",2000,Illinois,IL,Madison,Ralph Nader,green,2359.0,111104,"Illinois, Madison"
"Illinois, Marion",2000,Illinois,IL,Marion,Al Gore,democrat,8068.0,16663,"Illinois, Marion"
"Illinois, Marion",2000,Illinois,IL,Marion,George W. Bush,republican,8240.0,16663,"Illinois, Marion"
"Illinois, Marion",2000,Illinois,IL,Marion,Ralph Nader,green,238.0,16663,"Illinois, Marion"
"Illinois, Marshall",2000,Illinois,IL,Marshall,Al Gore,democrat,2570.0,5907,"Illinois, Marshall"
"Illinois, Marshall",2000,Illinois,IL,Marshall,George W. Bush,republican,3145.0,5907,"Illinois, Marshall"
"Illinois, Marshall",2000,Illinois,IL,Marshall,Ralph Nader,green,134.0,5907,"Illinois, Marshall"
"Illinois, Mason",2000,Illinois,IL,Mason,Al Gore,democrat,3192.0,6772,"Illinois, Mason"
"Illinois, Mason",2000,Illinois,IL,Mason,George W. Bush,republican,3411.0,6772,"Illinois, Mason"
"Illinois, Mason",2000,Illinois,IL,Mason,Ralph Nader,green,117.0,6772,"Illinois, Mason"
"Illinois, Massac",2000,Illinois,IL,Massac,Al Gore,democrat,2912.0,6744,"Illinois, Massac"
"Illinois, Massac",2000,Illinois,IL,Massac,George W. Bush,republican,3676.0,6744,"Illinois, Massac"
"Illinois, Massac",2000,Illinois,IL,Massac,Ralph Nader,green,83.0,6744,"Illinois, Massac"
"Illinois, McDonough",2000,Illinois,IL,McDonough,Al Gore,democrat,6080.0,13012,"Illinois, McDonough"
"Illinois, McDonough",2000,Illinois,IL,McDonough,George W. Bush,republican,6465.0,13012,"Illinois, McDonough"
"Illinois, McDonough",2000,Illinois,IL,McDonough,Ralph Nader,green,364.0,13012,"Illinois, McDonough"
"Illinois, McHenry",2000,Illinois,IL,McHenry,Al Gore,democrat,40698.0,106185,"Illinois, McHenry"
"Illinois, McHenry",2000,Illinois,IL,McHenry,George W. Bush,republican,62112.0,106185,"Illinois, McHenry"
"Illinois, McHenry",2000,Illinois,IL,McHenry,Ralph Nader,green,2751.0,106185,"Illinois, McHenry"
"Illinois, McLean",2000,Illinois,IL,McLean,Al Gore,democrat,24936.0,60898,"Illinois, McLean"
"Illinois, McLean",2000,Illinois,IL,McLean,George W. Bush,republican,34008.0,60898,"Illinois, McLean"
"Illinois, McLean",2000,Illinois,IL,McLean,Ralph Nader,green,1546.0,60898,"Illinois, McLean"
"Illinois, Menard",2000,Illinois,IL,Menard,Al Gore,democrat,2164.0,6202,"Illinois, Menard"
"Illinois, Menard",2000,Illinois,IL,Menard,George W. Bush,republican,3862.0,6202,"Illinois, Menard"
"Illinois, Menard",2000,Illinois,IL,Menard,Ralph Nader,green,135.0,6202,"Illinois, Menard"
"Illinois, Mercer",2000,Illinois,IL,Mercer,Al Gore,democrat,4400.0,8318,"Illinois, Mercer"
"Illinois, Mercer",2000,Illinois,IL,Mercer,George W. Bush,republican,3688.0,8318,"Illinois, Mercer"
"Illinois, Mercer",2000,Illinois,IL,Mercer,Ralph Nader,green,156.0,8318,"Illinois, Mercer"
"Illinois, Monroe",2000,Illinois,IL,Monroe,Al Gore,democrat,5797.0,13796,"Illinois, Monroe"
"Illinois, Monroe",2000,Illinois,IL,Monroe,George W. Bush,republican,7632.0,13796,"Illinois, Monroe"
"Illinois, Monroe",2000,Illinois,IL,Monroe,Ralph Nader,green,262.0,13796,"Illinois, Monroe"
"Illinois, Montgomery",2000,Illinois,IL,Montgomery,Al Gore,democrat,6542.0,13093,"Illinois, Montgomery"
"Illinois, Montgomery",2000,Illinois,IL,Montgomery,George W. Bush,republican,6226.0,13093,"Illinois, Montgomery"
"Illinois, Montgomery",2000,Illinois,IL,Montgomery,Ralph Nader,green,191.0,13093,"Illinois, Montgomery"
"Illinois, Morgan",2000,Illinois,IL,Morgan,Al Gore,democrat,5899.0,14334,"Illinois, Morgan"
"Illinois, Morgan",2000,Illinois,IL,Morgan,George W. Bush,republican,8058.0,14334,"Illinois, Morgan"
"Illinois, Morgan",2000,Illinois,IL,Morgan,Ralph Nader,green,253.0,14334,"Illinois, Morgan"
"Illinois, Moultrie",2000,Illinois,IL,Moultrie,Al Gore,democrat,2529.0,5725,"Illinois, Moultrie"
"Illinois, Moultrie",2000,Illinois,IL,Moultrie,George W. Bush,republican,3058.0,5725,"Illinois, Moultrie"
"Illinois, Moultrie",2000,Illinois,IL,Moultrie,Ralph Nader,green,78.0,5725,"Illinois, Moultrie"
