year,state,state_code,county,candidate,party,candidate_votes,total_votes
2016,Nebraska,NE,Kearney,Donald Trump,republican,2531.0,3296
2016,Nebraska,NE,Keith,Hillary Clinton,democrat,571.0,4034
2016,Nebraska,NE,Keith,Donald Trump,republican,3235.0,4034
2016,Nebraska,NE,Keya Paha,Hillary Clinton,democrat,40.0,479
2016,Nebraska,NE,Keya Paha,Donald Trump,republican,460.0,479
2016,Nebraska,NE,Kimball,Hillary Clinton,democrat,230.0,1677
2016,Nebraska,NE,Kimball,Donald Trump,republican,1330.0,1677
2016,Nebraska,NE,Knox,Hillary Clinton,democrat,720.0,4115
2016,Nebraska,NE,Knox,Donald Trump,republican,3188.0,4115
2016,Nebraska,NE,Lancaster,Hillary Clinton,democrat,61898.0,136223
2016,Nebraska,NE,Lancaster,Donald Trump,republican,61588.0,136223
2016,Nebraska,NE,Lincoln,Hillary Clinton,democrat,2913.0,16131
2016,Nebraska,NE,Lincoln,Donald Trump,republican,12164.0,16131
2016,Nebraska,NE,Logan,Hillary Clinton,democrat,32.0,453
2016,Nebraska,NE,Logan,Donald Trump,republican,400.0,453
2016,Nebraska,NE,Loup,Hillary Clinton,democrat,48.0,385
2016,Nebraska,NE,Loup,Donald Trump,republican,323.0,385
2016,Nebraska,NE,McPherson,Hillary Clinton,democrat,14.0,287
2016,Nebraska,NE,McPherson,Donald Trump,republican,257.0,287
2016,Nebraska,NE,Madison,Hillary Clinton,democrat,2711.0,14343
2016,Nebraska,NE,Madison,Donald Trump,republican,10628.0,14343
2016,Nebraska,NE,Merrick,Hillary Clinton,democrat,602.0,3788
2016,Nebraska,NE,Merrick,Donald Trump,republican,2926.0,3788
2016,Nebraska,NE,Morrill,Hillary Clinton,democrat,284.0,2209
2016,Nebraska,NE,Morrill,Donald Trump,republican,1802.0,2209
2016,Nebraska,NE,Nance,Hillary Clinton,democrat,281.0,1621
2016,Nebraska,NE,Nance,Donald Trump,republican,1261.0,1621
2016,Nebraska,NE,Nemaha,Hillary Clinton,democrat,785.0,3161
2016,Nebraska,NE,Nemaha,Donald Trump,republican,2116.0,3161
2016,Nebraska,NE,Nuckolls,Hillary Clinton,democrat,353.0,2205
2016,Nebraska,NE,Nuckolls,Donald Trump,republican,1726.0,2205
2016,Nebraska,NE,Otoe,Hillary Clinton,democrat,2025.0,7457
2016,Nebraska,NE,Otoe,Donald Trump,republican,4860.0,7457
2016,Nebraska,NE,Pawnee,Hillary Clinton,democrat,279.0,1327
2016,Nebraska,NE,Pawnee,Donald Trump,republican,974.0,1327
2016,Nebraska,NE,Perkins,Hillary Clinton,democrat,161.0,1455
2016,Nebraska,NE,Perkins,Donald Trump,republican,1217.0,1455
2016,Nebraska,NE,Phelps,Hillary Clinton,democrat,572.0,4695
2016,Nebraska,NE,Phelps,Donald Trump,republican,3849.0,4695
2016,Nebraska,NE,Pierce,Hillary Clinton,democrat,382.0,3630
2016,Nebraska,NE,Pierce,Donald Trump,republican,3052.0,3630
2016,Nebraska,NE,Platte,Hillary Clinton,democrat,2646.0,14433
2016,Nebraska,NE,Platte,Donald Trump,republican,10965.0,14433
2016,Nebraska,NE,Polk,Hillary Clinton,democrat,413.0,2582
2016,Nebraska,NE,Polk,Donald Trump,republican,2028.0,2582
2016,Nebraska,NE,Red Willow,Hillary Clinton,democrat,645.0,5170
2016,Nebraska,NE,Red Willow,Donald Trump,republican,4258.0,5170
2016,Nebraska,NE,Richardson,Hillary Clinton,democrat,818.0,3805
2016,Nebraska,NE,Richardson,Donald Trump,republican,2769.0,3805
2016,Nebraska,NE,Rock,Hillary Clinton,democrat,70.0,798
2016,Nebraska,NE,Rock,Donald Trump,republican,687.0,798
2016,Nebraska,NE,Saline,Hillary Clinton,democrat,1733.0,5136
2016,Nebraska,NE,Saline,Donald Trump,republican,3004.0,5136
2016,Nebraska,NE,Sarpy,Hillary Clinton,democrat,28033.0,80580
2016,Nebraska,NE,Sarpy,Donald Trump,republican,45143.0,80580
2016,Nebraska,NE,Saunders,Hillary Clinton,democrat,2523.0,10860
2016,Nebraska,NE,Saunders,Donald Trump,republican,7555.0,10860
2016,Nebraska,NE,Scotts Bluff,Hillary Clinton,democrat,3207.0,14317
2016,Nebraska,NE,Scotts Bluff,Donald Trump,republican,10076.0,14317
2016,Nebraska,NE,Seward,Hillary Clinton,democrat,1875.0,7922
2016,Nebraska,NE,Seward,Donald Trump,republican,5454.0,7922
2016,Nebraska,NE,Sheridan,Hillary Clinton,democrat,287.0,2608
2016,Nebraska,NE,Sheridan,Donald Trump,republican,2211.0,2608
2016,Nebraska,NE,Sherman,Hillary Clinton,democrat,340.0,1573
2016,Nebraska,NE,Sherman,Donald Trump,republican,1150.0,1573
2016,Nebraska,NE,Sioux,Hillary Clinton,democrat,81.0,736
2016,Nebraska,NE,Sioux,Donald Trump,republican,616.0,736
2016,Nebraska,NE,Stanton,Hillary Clinton,democrat,417.0,2801
2016,Nebraska,NE,Stanton,Donald Trump,republican,2187.0,2801
2016,Nebraska,NE,Thayer,Hillary Clinton,democrat,499.0,2690
2016,Nebraska,NE,Thayer,Donald Trump,republican,2051.0,2690
2016,Nebraska,NE,Thomas,Hillary Clinton,democrat,30.0,393
2016,Nebraska,NE,Thomas,Donald Trump,republican,344.0,393
2016,Nebraska,NE,Thurston,Hillary Clinton,democrat,919.0,2088
2016,Nebraska,NE,Thurston,Donald Trump,republican,1043.0,2088
2016,Nebraska,NE,Valley,Hillary Clinton,democrat,339.0,2205
2016,Nebraska,NE,Valley,Donald Trump,republican,1780.0,2205
2016,Nebraska,NE,Washington,Hillary Clinton,democrat,2623.0,10832
2016,Nebraska,NE,Washington,Donald Trump,republican,7424.0,10832
2016,Nebraska,NE,Wayne,Hillary Clinton,democrat,835.0,3776
2016,Nebraska,NE,Wayne,Donald Trump,republican,2693.0,3776
2016,Nebraska,NE,Webster,Hillary Clinton,democrat,306.0,1708
2016,Nebraska,NE,Webster,Donald Trump,republican,1330.0,1708
2016,Nebraska,NE,Wheeler,Hillary Clinton,democrat,62.0,465
2016,Nebraska,NE,Wheeler,Donald Trump,republican,377.0,465
2016,Nebraska,NE,York,Hillary Clinton,democrat,1186.0,6381
2016,Nebraska,NE,York,Donald Trump,republican,4700.0,6381
2016,Nevada,NV,Churchill,Hillary Clinton,democrat,2210.0,10938
2016,Nevada,NV,Churchill,Donald Trump,republican,7830.0,10938
2016,Nevada,NV,Clark,Hillary Clinton,democrat,402227.0,767156
2016,Nevada,NV,Clark,Donald Trump,republican,320057.0,767156
2016,Nevada,NV,Douglas,Hillary Clinton,democrat,8454.0,27885
2016,Nevada,NV,Douglas,Donald Trump,republican,17415.0,27885
2016,Nevada,NV,Elko,Hillary Clinton,democrat,3401.0,18559
2016,Nevada,NV,Elko,Donald Trump,republican,13551.0,18559
2016,Nevada,NV,Esmeralda,Hillary Clinton,democrat,65.0,423
2016,Nevada,NV,Esmeralda,Donald Trump,republican,329.0,423
2016,Nevada,NV,Eureka,Hillary Clinton,democrat,74.0,854
2016,Nevada,NV,Eureka,Donald Trump,republican,723.0,854
2016,Nevada,NV,Humboldt,Hillary Clinton,democrat,1386.0,6433
2016,Nevada,NV,Humboldt,Donald Trump,republican,4521.0,6433
2016,Nevada,NV,Lander,Hillary Clinton,democrat,403.0,2413
2016,Nevada,NV,Lander,Donald Trump,republican,1828.0,2413
2016,Nevada,NV,Lincoln,Hillary Clinton,democrat,285.0,2132
2016,Nevada,NV,Lincoln,Donald Trump,republican,1671.0,2132
2016,Nevada,NV,Lyon,Hillary Clinton,democrat,6146.0,23762
2016,Nevada,NV,Lyon,Donald Trump,republican,16005.0,23762
2016,Nevada,NV,Mineral,Hillary Clinton,democrat,637.0,1997
2016,Nevada,NV,Mineral,Donald Trump,republican,1179.0,1997
2016,Nevada,NV,Nye,Hillary Clinton,democrat,5094.0,19595
2016,Nevada,NV,Nye,Donald Trump,republican,13324.0,19595
2016,Nevada,NV,Pershing,Hillary Clinton,democrat,430.0,1982
2016,Nevada,NV,Pershing,Donald Trump,republican,1403.0,1982
2016,Nevada,NV,Storey,Hillary Clinton,democrat,752.0,2558
2016,Nevada,NV,Storey,Donald Trump,republican,1616.0,2558
2016,Nevada,NV,Washoe,Hillary Clinton,democrat,97379.0,209909
2016,Nevada,NV,Washoe,Donald Trump,republican,94758.0,209909
2016,Nevada,NV,White Pine,Hillary Clinton,democrat,707.0,3773
2016,Nevada,NV,White Pine,Donald Trump,republican,2723.0,3773
2016,Nevada,NV,Carson City,Hillary Clinton,democrat,9610.0,25016
2016,Nevada,NV,Carson City,Donald Trump,republican,13125.0,25016
2016,New Hampshire,NH,Belknap,Hillary Clinton,democrat,13517.0,35045
2016,New Hampshire,NH,Belknap,Donald Trump,republican,19315.0,35045
2016,New Hampshire,NH,Carroll,Hillary Clinton,democrat,12987.0,29616
2016,New Hampshire,NH,Carroll,Donald Trump,republican,14635.0,29616
2016,New Hampshire,NH,Cheshire,Hillary Clinton,democrat,22064.0,41895
2016,New Hampshire,NH,Cheshire,Donald Trump,republican,16876.0,41895
2016,New Hampshire,NH,Coos,Hillary Clinton,democrat,6563.0,15627
2016,New Hampshire,NH,Coos,Donald Trump,republican,7952.0,15627
2016,New Hampshire,NH,Grafton,Hillary Clinton,democrat,28510.0,51191
2016,New Hampshire,NH,Grafton,Donald Trump,republican,19010.0,51191
2016,New Hampshire,NH,Hillsborough,Hillary Clinton,democrat,99589.0,214157
2016,New Hampshire,NH,Hillsborough,Donald Trump,republican,100013.0,214157
2016,New Hampshire,NH,Merrimack,Hillary Clinton,democrat,40198.0,83648
2016,New Hampshire,NH,Merrimack,Donald Trump,republican,37674.0,83648
2016,New Hampshire,NH,Rockingham,Hillary Clinton,democrat,79994.0,181434
2016,New Hampshire,NH,Rockingham,Donald Trump,republican,90447.0,181434
2016,New Hampshire,NH,Strafford,Hillary Clinton,democrat,34894.0,69000
2016,New Hampshire,NH,Strafford,Donald Trump,republican,29072.0,69000
2016,New Hampshire,NH,Sullivan,Hillary Clinton,democrat,10210.0,22683
2016,New Hampshire,NH,Sullivan,Donald Trump,republican,10796.0,22683
2016,New Jersey,NJ,Atlantic,Hillary Clinton,democrat,60924.0,117291
2016,New Jersey,NJ,Atlantic,Donald Trump,republican,52690.0,117291
2016,New Jersey,NJ,Bergen,Hillary Clinton,democrat,231211.0,419296
2016,New Jersey,NJ,Bergen,Donald Trump,republican,175529.0,419296
2016,New Jersey,NJ,Burlington,Hillary Clinton,democrat,121725.0,218943
2016,New Jersey,NJ,Burlington,Donald Trump,republican,89272.0,218943
2016,New Jersey,NJ,Camden,Hillary Clinton,democrat,146717.0,226592
2016,New Jersey,NJ,Camden,Donald Trump,republican,72631.0,226592
2016,New Jersey,NJ,Cape May,Hillary Clinton,democrat,18750.0,48722
2016,New Jersey,NJ,Cape May,Donald Trump,republican,28446.0,48722
2016,New Jersey,NJ,Cumberland,Hillary Clinton,democrat,27771.0,54004
2016,New Jersey,NJ,Cumberland,Donald Trump,republican,24453.0,54004
2016,New Jersey,NJ,Essex,Hillary Clinton,democrat,240837.0,310934
2016,New Jersey,NJ,Essex,Donald Trump,republican,63176.0,310934
2016,New Jersey,NJ,Gloucester,Hillary Clinton,democrat,66870.0,139542
2016,New Jersey,NJ,Gloucester,Donald Trump,republican,67544.0,139542
2016,New Jersey,NJ,Hudson,Hillary Clinton,democrat,163917.0,219375
2016,New Jersey,NJ,Hudson,Donald Trump,republican,49043.0,219375
2016,New Jersey,NJ,Hunterdon,Hillary Clinton,democrat,28898.0,70836
2016,New Jersey,NJ,Hunterdon,Donald Trump,republican,38712.0,70836
2016,New Jersey,NJ,Mercer,Hillary Clinton,democrat,104775.0,156529
2016,New Jersey,NJ,Mercer,Donald Trump,republican,46193.0,156529
2016,New Jersey,NJ,Middlesex,Hillary Clinton,democrat,193044.0,326102
2016,New Jersey,NJ,Middlesex,Donald Trump,republican,122953.0,326102
2016,New Jersey,NJ,Monmouth,Hillary Clinton,democrat,137181.0,314377
2016,New Jersey,NJ,Monmouth,Donald Trump,republican,166723.0,314377
2016,New Jersey,NJ,Morris,Hillary Clinton,democrat,115249.0,250416
2016,New Jersey,NJ,Morris,Donald Trump,republican,126071.0,250416
2016,New Jersey,NJ,Ocean,Hillary Clinton,democrat,87150.0,274362
2016,New Jersey,NJ,Ocean,Donald Trump,republican,179079.0,274362
2016,New Jersey,NJ,Passaic,Hillary Clinton,democrat,116759.0,194802
2016,New Jersey,NJ,Passaic,Donald Trump,republican,72902.0,194802
2016,New Jersey,NJ,Salem,Hillary Clinton,democrat,11904.0,29494
2016,New Jersey,NJ,Salem,Donald Trump,republican,16381.0,29494
2016,New Jersey,NJ,Somerset,Hillary Clinton,democrat,85689.0,157092
2016,New Jersey,NJ,Somerset,Donald Trump,republican,65505.0,157092
2016,New Jersey,NJ,Sussex,Hillary Clinton,democrat,24212.0,74126
2016,New Jersey,NJ,Sussex,Donald Trump,republican,46658.0,74126
2016,New Jersey,NJ,Union,Hillary Clinton,democrat,147414.0,221975
2016,New Jersey,NJ,Union,Donald Trump,republican,68114.0,221975
2016,New Jersey,NJ,Warren,Hillary Clinton,democrat,17281.0,49236
2016,New Jersey,NJ,Warren,Donald Trump,republican,29858.0,49236
2016,New Mexico,NM,Bernalillo,Hillary Clinton,democrat,143417.0,274662
2016,New Mexico,NM,Bernalillo,Donald Trump,republican,94698.0,274662
2016,New Mexico,NM,Catron,Hillary Clinton,democrat,427.0,2049
2016,New Mexico,NM,Catron,Donald Trump,republican,1464.0,2049
2016,New Mexico,NM,Chaves,Hillary Clinton,democrat,5534.0,20271
2016,New Mexico,NM,Chaves,Donald Trump,republican,12872.0,20271
2016,New Mexico,NM,Cibola,Hillary Clinton,democrat,3741.0,8063
2016,New Mexico,NM,Cibola,Donald Trump,republican,3195.0,8063
2016,New Mexico,NM,Colfax,Hillary Clinton,democrat,2129.0,5332
2016,New Mexico,NM,Colfax,Donald Trump,republican,2585.0,5332
2016,New Mexico,NM,Curry,Hillary Clinton,democrat,3121.0,13370
2016,New Mexico,NM,Curry,Donald Trump,republican,9035.0,13370
2016,New Mexico,NM,De Baca,Hillary Clinton,democrat,193.0,910
2016,New Mexico,NM,De Baca,Donald Trump,republican,620.0,910
2016,New Mexico,NM,Dona Ana,Hillary Clinton,democrat,37947.0,70648
2016,New Mexico,NM,Dona Ana,Donald Trump,republican,25374.0,70648
2016,New Mexico,NM,Eddy,Hillary Clinton,democrat,5033.0,19667
2016,New Mexico,NM,Eddy,Donald Trump,republican,13147.0,19667
2016,New Mexico,NM,Grant,Hillary Clinton,democrat,6276.0,12811
2016,New Mexico,NM,Grant,Donald Trump,republican,5288.0,12811
2016,New Mexico,NM,Guadalupe,Hillary Clinton,democrat,970.0,1827
2016,New Mexico,NM,Guadalupe,Donald Trump,republican,595.0,1827
2016,New Mexico,NM,Harding,Hillary Clinton,democrat,156.0,527
2016,New Mexico,NM,Harding,Donald Trump,republican,311.0,527
2016,New Mexico,NM,Hidalgo,Hillary Clinton,democrat,784.0,1872
2016,New Mexico,NM,Hidalgo,Donald Trump,republican,910.0,1872
2016,New Mexico,NM,Lea,Hillary Clinton,democrat,3930.0,17712
2016,New Mexico,NM,Lea,Donald Trump,republican,12495.0,17712
2016,New Mexico,NM,Lincoln,Hillary Clinton,democrat,2331.0,8902
2016,New Mexico,NM,Lincoln,Donald Trump,republican,5896.0,8902
2016,New Mexico,NM,Los Alamos,Hillary Clinton,democrat,5562.0,10885
2016,New Mexico,NM,Los Alamos,Donald Trump,republican,3359.0,10885
2016,New Mexico,NM,Luna,Hillary Clinton,democrat,3195.0,7295
2016,New Mexico,NM,Luna,Donald Trump,republican,3478.0,7295
2016,New Mexico,NM,McKinley,Hillary Clinton,democrat,13576.0,21703
2016,New Mexico,NM,McKinley,Donald Trump,republican,5104.0,21703
2016,New Mexico,NM,Mora,Hillary Clinton,democrat,1536.0,2441
2016,New Mexico,NM,Mora,Donald Trump,republican,665.0,2441
2016,New Mexico,NM,Otero,Hillary Clinton,democrat,6124.0,20060
2016,New Mexico,NM,Otero,Donald Trump,republican,11887.0,20060
2016,New Mexico,NM,Quay,Hillary Clinton,democrat,1017.0,3572
2016,New Mexico,NM,Quay,Donald Trump,republican,2212.0,3572
2016,New Mexico,NM,Rio Arriba,Hillary Clinton,democrat,9592.0,14878
2016,New Mexico,NM,Rio Arriba,Donald Trump,republican,3599.0,14878
2016,New Mexico,NM,Roosevelt,Hillary Clinton,democrat,1454.0,5950
2016,New Mexico,NM,Roosevelt,Donald Trump,republican,3884.0,5950
2016,New Mexico,NM,Sandoval,Hillary Clinton,democrat,27707.0,61690
2016,New Mexico,NM,Sandoval,Donald Trump,republican,25905.0,61690
2016,New Mexico,NM,San Juan,Hillary Clinton,democrat,12865.0,46110
2016,New Mexico,NM,San Juan,Donald Trump,republican,27946.0,46110
2016,New Mexico,NM,San Miguel,Hillary Clinton,democrat,7285.0,10751
2016,New Mexico,NM,San Miguel,Donald Trump,republican,2313.0,10751
2016,New Mexico,NM,Santa Fe,Hillary Clinton,democrat,50793.0,71434
2016,New Mexico,NM,Santa Fe,Donald Trump,republican,14332.0,71434
2016,New Mexico,NM,Sierra,Hillary Clinton,democrat,1612.0,5181
2016,New Mexico,NM,Sierra,Donald Trump,republican,3010.0,5181
2016,New Mexico,NM,Socorro,Hillary Clinton,democrat,3313.0,6868
2016,New Mexico,NM,Socorro,Donald Trump,republican,2616.0,6868
2016,New Mexico,NM,Taos,Hillary Clinton,democrat,10668.0,15260
2016,New Mexico,NM,Taos,Donald Trump,republican,2727.0,15260
2016,New Mexico,NM,Torrance,Hillary Clinton,democrat,1785.0,6324
2016,New Mexico,NM,Torrance,Donald Trump,republican,3714.0,6324
2016,New Mexico,NM,Union,Hillary Clinton,democrat,320.0,1702
2016,New Mexico,NM,Union,Donald Trump,republican,1216.0,1702
2016,New Mexico,NM,Valencia,Hillary Clinton,democrat,10841.0,27592
2016,New Mexico,NM,Valencia,Donald Trump,republican,13215.0,27592
2016,Missouri,MO,Kansas City,Hillary Clinton,democrat,97735.0,128601
2016,Missouri,MO,Kansas City,Donald Trump,republican,24654.0,128601
2016,New York,NY,Albany,Hillary Clinton,democrat,83077.0,139830
2016,New York,NY,Albany,Donald Trump,republican,47810.0,139830
2016,New York,NY,Allegany,Hillary Clinton,democrat,4882.0,18692
2016,New York,NY,Allegany,Donald Trump,republican,12525.0,18692
2016,New York,NY,Bronx,Hillary Clinton,democrat,353646.0,399522
2016,New York,NY,Bronx,Donald Trump,republican,37797.0,399522
2016,New York,NY,Broome,Hillary Clinton,democrat,39212.0,86072
2016,New York,NY,Broome,Donald Trump,republican,40943.0,86072
2016,New York,NY,Cattaraugus,Hillary Clinton,democrat,9497.0,31161
2016,New York,NY,Cattaraugus,Donald Trump,republican,19692.0,31161
2016,New York,NY,Cayuga,Hillary Clinton,democrat,13522.0,33172
2016,New York,NY,Cayuga,Donald Trump,republican,17384.0,33172
2016,New York,NY,Chautauqua,Hillary Clinton,democrat,19091.0,54234
2016,New York,NY,Chautauqua,Donald Trump,republican,31594.0,54234
2016,New York,NY,Chemung,Hillary Clinton,democrat,13757.0,36119
2016,New York,NY,Chemung,Donald Trump,republican,20097.0,36119
2016,New York,NY,Chenango,Hillary Clinton,democrat,6775.0,20160
2016,New York,NY,Chenango,Donald Trump,republican,11921.0,20160
2016,New York,NY,Clinton,Hillary Clinton,democrat,15059.0,32105
2016,New York,NY,Clinton,Donald Trump,republican,14449.0,32105
2016,New York,NY,Columbia,Hillary Clinton,democrat,15284.0,30902
2016,New York,NY,Columbia,Donald Trump,republican,13756.0,30902
2016,New York,NY,Cortland,Hillary Clinton,democrat,8771.0,20244
2016,New York,NY,Cortland,Donald Trump,republican,9900.0,20244
2016,New York,NY,Delaware,Hillary Clinton,democrat,6627.0,19792
2016,New York,NY,Delaware,Donald Trump,republican,11942.0,19792
2016,New York,NY,Dutchess,Hillary Clinton,democrat,62261.0,130934
2016,New York,NY,Dutchess,Donald Trump,republican,61797.0,130934
2016,New York,NY,Erie,Hillary Clinton,democrat,215456.0,423625
2016,New York,NY,Erie,Donald Trump,republican,188303.0,423625
2016,New York,NY,Essex,Hillary Clinton,democrat,7762.0,17218
2016,New York,NY,Essex,Donald Trump,republican,7958.0,17218
2016,New York,NY,Franklin,Hillary Clinton,democrat,7297.0,16952
2016,New York,NY,Franklin,Donald Trump,republican,8221.0,16952
2016,New York,NY,Fulton,Hillary Clinton,democrat,6496.0,21214
2016,New York,NY,Fulton,Donald Trump,republican,13462.0,21214
2016,New York,NY,Genesee,Hillary Clinton,democrat,7650.0,26432
2016,New York,NY,Genesee,Donald Trump,republican,16915.0,26432
2016,New York,NY,Greene,Hillary Clinton,democrat,7405.0,22050
2016,New York,NY,Greene,Donald Trump,republican,13073.0,22050
2016,New York,NY,Hamilton,Hillary Clinton,democrat,949.0,3225
2016,New York,NY,Hamilton,Donald Trump,republican,2064.0,3225
2016,New York,NY,Herkimer,Hillary Clinton,democrat,8083.0,26255
2016,New York,NY,Herkimer,Donald Trump,republican,16699.0,26255
2016,New York,NY,Jefferson,Hillary Clinton,democrat,13809.0,38236
2016,New York,NY,Jefferson,Donald Trump,republican,21763.0,38236
2016,New York,NY,Kings,Hillary Clinton,democrat,640553.0,805605
2016,New York,NY,Kings,Donald Trump,republican,141044.0,805605
2016,New York,NY,Lewis,Hillary Clinton,democrat,3146.0,11325
2016,New York,NY,Lewis,Donald Trump,republican,7400.0,11325
2016,New York,NY,Livingston,Hillary Clinton,democrat,10697.0,30031
2016,New York,NY,Livingston,Donald Trump,republican,17290.0,30031
2016,New York,NY,Madison,Hillary Clinton,democrat,11667.0,30064
2016,New York,NY,Madison,Donald Trump,republican,15936.0,30064
2016,New York,NY,Monroe,Hillary Clinton,democrat,188592.0,347790
2016,New York,NY,Monroe,Donald Trump,republican,136582.0,347790
2016,New York,NY,Montgomery,Hillary Clinton,democrat,6595.0,19054
2016,New York,NY,Montgomery,Donald Trump,republican,11301.0,19054
2016,New York,NY,Nassau,Hillary Clinton,democrat,326088.0,636967
2016,New York,NY,Nassau,Donald Trump,republican,288313.0,636967
2016,New York,NY,New York,Hillary Clinton,democrat,579013.0,668939
2016,New York,NY,New York,Donald Trump,republican,64929.0,668939
2016,New York,NY,Niagara,Hillary Clinton,democrat,35559.0,92402
2016,New York,NY,Niagara,Donald Trump,republican,51961.0,92402
2016,New York,NY,Oneida,Hillary Clinton,democrat,33743.0,91009
2016,New York,NY,Oneida,Donald Trump,republican,51437.0,91009
2016,New York,NY,Onondaga,Hillary Clinton,democrat,112337.0,208440
2016,New York,NY,Onondaga,Donald Trump,republican,83649.0,208440
2016,New York,NY,Ontario,Hillary Clinton,democrat,22233.0,52258
2016,New York,NY,Ontario,Donald Trump,republican,26029.0,52258
2016,New York,NY,Orange,Hillary Clinton,democrat,68278.0,152021
2016,New York,NY,Orange,Donald Trump,republican,76645.0,152021
2016,New York,NY,Orleans,Hillary Clinton,democrat,4470.0,16380
2016,New York,NY,Orleans,Donald Trump,republican,10936.0,16380
2016,New York,NY,Oswego,Hillary Clinton,democrat,17095.0,48180
2016,New York,NY,Oswego,Donald Trump,republican,27688.0,48180
2016,New York,NY,Otsego,Hillary Clinton,democrat,10451.0,25668
2016,New York,NY,Otsego,Donald Trump,republican,13308.0,25668
2016,New York,NY,Putnam,Hillary Clinton,democrat,19366.0,48563
2016,New York,NY,Putnam,Donald Trump,republican,27024.0,48563
2016,New York,NY,Queens,Hillary Clinton,democrat,517220.0,686393
2016,New York,NY,Queens,Donald Trump,republican,149341.0,686393
2016,New York,NY,Rensselaer,Hillary Clinton,democrat,32717.0,71562
2016,New York,NY,Rensselaer,Donald Trump,republican,33726.0,71562
2016,New York,NY,Richmond,Hillary Clinton,democrat,74143.0,180960
2016,New York,NY,Richmond,Donald Trump,republican,101437.0,180960
2016,New York,NY,Rockland,Hillary Clinton,democrat,69342.0,135087
2016,New York,NY,Rockland,Donald Trump,republican,60911.0,135087
2016,New York,NY,St. Lawrence,Hillary Clinton,democrat,16488.0,39158
2016,New York,NY,St. Lawrence,Donald Trump,republican,19942.0,39158
2016,New York,NY,Saratoga,Hillary Clinton,democrat,50913.0,114094
2016,New York,NY,Saratoga,Donald Trump,republican,54575.0,114094
2016,New York,NY,Schenectady,Hillary Clinton,democrat,33747.0,67280
2016,New York,NY,Schenectady,Donald Trump,republican,28953.0,67280
2016,New York,NY,Schoharie,Hillary Clinton,democrat,4240.0,14050
2016,New York,NY,Schoharie,Donald Trump,republican,8831.0,14050
2016,New York,NY,Schuyler,Hillary Clinton,democrat,3091.0,8772
2016,New York,NY,Schuyler,Donald Trump,republican,5050.0,8772
2016,New York,NY,Seneca,Hillary Clinton,democrat,5697.0,13980
2016,New York,NY,Seneca,Donald Trump,republican,7236.0,13980
2016,New York,NY,Steuben,Hillary Clinton,democrat,12526.0,42002
2016,New York,NY,Steuben,Donald Trump,republican,26831.0,42002
2016,New York,NY,Suffolk,Hillary Clinton,democrat,303951.0,681254
2016,New York,NY,Suffolk,Donald Trump,republican,350570.0,681254
2016,New York,NY,Sullivan,Hillary Clinton,democrat,12568.0,29955
2016,New York,NY,Sullivan,Donald Trump,republican,15931.0,29955
2016,New York,NY,Tioga,Hillary Clinton,democrat,7526.0,22299
2016,New York,NY,Tioga,Donald Trump,republican,13260.0,22299
2016,New York,NY,Tompkins,Hillary Clinton,democrat,28890.0,42678
2016,New York,NY,Tompkins,Donald Trump,republican,10371.0,42678
2016,New York,NY,Ulster,Hillary Clinton,democrat,42101.0,81355
2016,New York,NY,Ulster,Donald Trump,republican,34006.0,81355
2016,New York,NY,Warren,Hillary Clinton,democrat,13091.0,31408
2016,New York,NY,Warren,Donald Trump,republican,15751.0,31408
2016,New York,NY,Washington,Hillary Clinton,democrat,9098.0,24528
2016,New York,NY,Washington,Donald Trump,republican,13610.0,24528
2016,New York,NY,Wayne,Hillary Clinton,democrat,13473.0,39687
2016,New York,NY,Wayne,Donald Trump,republican,23380.0,39687
2016,New York,NY,Westchester,Hillary Clinton,democrat,272926.0,420655
2016,New York,NY,Westchester,Donald Trump,republican,131238.0,420655
2016,New York,NY,Wyoming,Hillary Clinton,democrat,3904.0,17298
2016,New York,NY,Wyoming,Donald Trump,republican,12442.0,17298
2016,New York,NY,Yates,Hillary Clinton,democrat,3659.0,10066
2016,New York,NY,Yates,Donald Trump,republican,5660.0,10066
2016,North Carolina,NC,Alamance,Hillary Clinton,democrat,29833.0,71157
2016,North Carolina,NC,Alamance,Donald Trump,republican,38815.0,71157
2016,North Carolina,NC,Alexander,Hillary Clinton,democrat,3767.0,18271
2016,North Carolina,NC,Alexander,Donald Trump,republican,13893.0,18271
2016,North Carolina,NC,Alleghany,Hillary Clinton,democrat,1306.0,5315
2016,North Carolina,NC,Alleghany,Donald Trump,republican,3814.0,5315
2016,North Carolina,NC,Anson,Hillary Clinton,democrat,5859.0,10545
2016,North Carolina,NC,Anson,Donald Trump,republican,4506.0,10545
2016,North Carolina,NC,Ashe,Hillary Clinton,democrat,3500.0,13424
2016,North Carolina,NC,Ashe,Donald Trump,republican,9412.0,13424
2016,North Carolina,NC,Avery,Hillary Clinton,democrat,1689.0,8249
2016,North Carolina,NC,Avery,Donald Trump,republican,6298.0,8249
2016,North Carolina,NC,Beaufort,Hillary Clinton,democrat,8764.0,23938
2016,North Carolina,NC,Beaufort,Donald Trump,republican,14543.0,23938
2016,North Carolina,NC,Bertie,Hillary Clinton,democrat,5778.0,9347
2016,North Carolina,NC,Bertie,Donald Trump,republican,3456.0,9347
2016,North Carolina,NC,Bladen,Hillary Clinton,democrat,7058.0,15897
2016,North Carolina,NC,Bladen,Donald Trump,republican,8550.0,15897
