County,State,State_Code,Location,Year,Party,Candidate,Candidate_Votes,Total_Votes,County_Pop_2016
Pinellas,Florida,FL,"Florida, Pinellas",2016,republican,Donald Trump,239201.0,492403,"959,874"
Polk,Florida,FL,"Florida, Polk",2016,democrat,Hillary Clinton,117433.0,284314,"665,823"
Polk,Florida,FL,"Florida, Polk",2016,republican,Donald Trump,157430.0,284314,"665,823"
Putnam,Florida,FL,"Florida, Putnam",2016,democrat,Hillary Clinton,10094.0,33117,"72,373"
Putnam,Florida,FL,"Florida, Putnam",2016,republican,Donald Trump,22138.0,33117,"72,373"
Santa Rosa,Florida,FL,"Florida, Santa Rosa",2016,democrat,Hillary Clinton,18464.0,87745,"169,894"
Santa Rosa,Florida,FL,"Florida, Santa Rosa",2016,republican,Donald Trump,65339.0,87745,"169,894"
Sarasota,Florida,FL,"Florida, Sarasota",2016,democrat,Hillary Clinton,97870.0,229063,"412,968"
Sarasota,Florida,FL,"Florida, Sarasota",2016,republican,Donald Trump,124438.0,229063,"412,968"
Seminole,Florida,FL,"Florida, Seminole",2016,democrat,Hillary Clinton,105914.0,224896,"455,945"
Seminole,Florida,FL,"Florida, Seminole",2016,republican,Donald Trump,109443.0,224896,"455,945"
St. Johns,Florida,FL,"Florida, St. Johns",2016,democrat,Hillary Clinton,43099.0,136514,
St. Johns,Florida,FL,"Florida, St. Johns",2016,republican,Donald Trump,88684.0,136514,
St. Lucie,Florida,FL,"Florida, St. Lucie",2016,democrat,Hillary Clinton,66881.0,140847,
St. Lucie,Florida,FL,"Florida, St. Lucie",2016,republican,Donald Trump,70289.0,140847,
Sumter,Florida,FL,"Florida, Sumter",2016,democrat,Hillary Clinton,22638.0,76665,"122,009"
Sumter,Florida,FL,"Florida, Sumter",2016,republican,Donald Trump,52730.0,76665,"122,009"
Suwannee,Florida,FL,"Florida, Suwannee",2016,democrat,Hillary Clinton,3964.0,18694,"43,834"
Suwannee,Florida,FL,"Florida, Suwannee",2016,republican,Donald Trump,14287.0,18694,"43,834"
Taylor,Florida,FL,"Florida, Taylor",2016,democrat,Hillary Clinton,2152.0,9290,"22,099"
Taylor,Florida,FL,"Florida, Taylor",2016,republican,Donald Trump,6930.0,9290,"22,099"
Union,Florida,FL,"Florida, Union",2016,democrat,Hillary Clinton,1014.0,5694,"15,238"
Union,Florida,FL,"Florida, Union",2016,republican,Donald Trump,4568.0,5694,"15,238"
Volusia,Florida,FL,"Florida, Volusia",2016,democrat,Hillary Clinton,109091.0,260869,"528,453"
Volusia,Florida,FL,"Florida, Volusia",2016,republican,Donald Trump,143007.0,260869,"528,453"
Wakulla,Florida,FL,"Florida, Wakulla",2016,democrat,Hillary Clinton,4348.0,15351,"31,882"
Wakulla,Florida,FL,"Florida, Wakulla",2016,republican,Donald Trump,10512.0,15351,"31,882"
Walton,Florida,FL,"Florida, Walton",2016,democrat,Hillary Clinton,6876.0,33637,"65,421"
Walton,Florida,FL,"Florida, Walton",2016,republican,Donald Trump,25756.0,33637,"65,421"
Washington,Florida,FL,"Florida, Washington",2016,democrat,Hillary Clinton,2264.0,11156,"24,454"
Washington,Florida,FL,"Florida, Washington",2016,republican,Donald Trump,8637.0,11156,"24,454"
Appling,Georgia,GA,"Georgia, Appling",2016,democrat,Hillary Clinton,1434.0,7012,"18,428"
Appling,Georgia,GA,"Georgia, Appling",2016,republican,Donald Trump,5494.0,7012,"18,428"
Atkinson,Georgia,GA,"Georgia, Atkinson",2016,democrat,Hillary Clinton,697.0,2610,"8,244"
Atkinson,Georgia,GA,"Georgia, Atkinson",2016,republican,Donald Trump,1878.0,2610,"8,244"
Bacon,Georgia,GA,"Georgia, Bacon",2016,democrat,Hillary Clinton,608.0,4020,"11,275"
Bacon,Georgia,GA,"Georgia, Bacon",2016,republican,Donald Trump,3364.0,4020,"11,275"
Baker,Georgia,GA,"Georgia, Baker",2016,democrat,Hillary Clinton,650.0,1440,"3,183"
Baker,Georgia,GA,"Georgia, Baker",2016,republican,Donald Trump,775.0,1440,"3,183"
Baldwin,Georgia,GA,"Georgia, Baldwin",2016,democrat,Hillary Clinton,7970.0,16116,"45,259"
Baldwin,Georgia,GA,"Georgia, Baldwin",2016,republican,Donald Trump,7697.0,16116,"45,259"
Banks,Georgia,GA,"Georgia, Banks",2016,democrat,Hillary Clinton,684.0,6975,"18,325"
Banks,Georgia,GA,"Georgia, Banks",2016,republican,Donald Trump,6134.0,6975,"18,325"
Barrow,Georgia,GA,"Georgia, Barrow",2016,democrat,Hillary Clinton,6580.0,29060,"77,000"
Barrow,Georgia,GA,"Georgia, Barrow",2016,republican,Donald Trump,21108.0,29060,"77,000"
Bartow,Georgia,GA,"Georgia, Bartow",2016,democrat,Hillary Clinton,8212.0,39550,"103,338"
Bartow,Georgia,GA,"Georgia, Bartow",2016,republican,Donald Trump,29911.0,39550,"103,338"
Ben Hill,Georgia,GA,"Georgia, Ben Hill",2016,democrat,Hillary Clinton,2101.0,5936,"17,251"
Ben Hill,Georgia,GA,"Georgia, Ben Hill",2016,republican,Donald Trump,3739.0,5936,"17,251"
Berrien,Georgia,GA,"Georgia, Berrien",2016,democrat,Hillary Clinton,1047.0,6590,"18,996"
Berrien,Georgia,GA,"Georgia, Berrien",2016,republican,Donald Trump,5422.0,6590,"18,996"
Bibb,Georgia,GA,"Georgia, Bibb",2016,democrat,Hillary Clinton,36787.0,62596,"153,152"
Bibb,Georgia,GA,"Georgia, Bibb",2016,republican,Donald Trump,24043.0,62596,"153,152"
Bleckley,Georgia,GA,"Georgia, Bleckley",2016,democrat,Hillary Clinton,1101.0,4974,"12,864"
Bleckley,Georgia,GA,"Georgia, Bleckley",2016,republican,Donald Trump,3719.0,4974,"12,864"
Brantley,Georgia,GA,"Georgia, Brantley",2016,democrat,Hillary Clinton,619.0,6301,"18,415"
Brantley,Georgia,GA,"Georgia, Brantley",2016,republican,Donald Trump,5567.0,6301,"18,415"
Brooks,Georgia,GA,"Georgia, Brooks",2016,democrat,Hillary Clinton,2528.0,6336,"15,725"
Brooks,Georgia,GA,"Georgia, Brooks",2016,republican,Donald Trump,3701.0,6336,"15,725"
Bryan,Georgia,GA,"Georgia, Bryan",2016,democrat,Hillary Clinton,4014.0,15173,"35,839"
Bryan,Georgia,GA,"Georgia, Bryan",2016,republican,Donald Trump,10529.0,15173,"35,839"
Bulloch,Georgia,GA,"Georgia, Bulloch",2016,democrat,Hillary Clinton,9261.0,25316,"74,642"
Bulloch,Georgia,GA,"Georgia, Bulloch",2016,republican,Donald Trump,15097.0,25316,"74,642"
Burke,Georgia,GA,"Georgia, Burke",2016,democrat,Hillary Clinton,4731.0,9351,"22,601"
Burke,Georgia,GA,"Georgia, Burke",2016,republican,Donald Trump,4491.0,9351,"22,601"
Butts,Georgia,GA,"Georgia, Butts",2016,democrat,Hillary Clinton,2566.0,9514,"23,736"
Butts,Georgia,GA,"Georgia, Butts",2016,republican,Donald Trump,6717.0,9514,"23,736"
Calhoun,Georgia,GA,"Georgia, Calhoun",2016,democrat,Hillary Clinton,1179.0,2025,"6,359"
Calhoun,Georgia,GA,"Georgia, Calhoun",2016,republican,Donald Trump,830.0,2025,"6,359"
Camden,Georgia,GA,"Georgia, Camden",2016,democrat,Hillary Clinton,5930.0,18901,"52,394"
Camden,Georgia,GA,"Georgia, Camden",2016,republican,Donald Trump,12310.0,18901,"52,394"
Candler,Georgia,GA,"Georgia, Candler",2016,democrat,Hillary Clinton,1026.0,3763,"10,849"
Candler,Georgia,GA,"Georgia, Candler",2016,republican,Donald Trump,2664.0,3763,"10,849"
Carroll,Georgia,GA,"Georgia, Carroll",2016,democrat,Hillary Clinton,12464.0,44121,"116,077"
Carroll,Georgia,GA,"Georgia, Carroll",2016,republican,Donald Trump,30029.0,44121,"116,077"
Catoosa,Georgia,GA,"Georgia, Catoosa",2016,democrat,Hillary Clinton,4771.0,26757,"66,265"
Catoosa,Georgia,GA,"Georgia, Catoosa",2016,republican,Donald Trump,20876.0,26757,"66,265"
Charlton,Georgia,GA,"Georgia, Charlton",2016,democrat,Hillary Clinton,1004.0,4016,"12,842"
Charlton,Georgia,GA,"Georgia, Charlton",2016,republican,Donald Trump,2951.0,4016,"12,842"
Chatham,Georgia,GA,"Georgia, Chatham",2016,democrat,Hillary Clinton,62290.0,112142,"288,615"
Chatham,Georgia,GA,"Georgia, Chatham",2016,republican,Donald Trump,45688.0,112142,"288,615"
Chattahoochee,Georgia,GA,"Georgia, Chattahoochee",2016,democrat,Hillary Clinton,594.0,1390,"10,047"
Chattahoochee,Georgia,GA,"Georgia, Chattahoochee",2016,republican,Donald Trump,751.0,1390,"10,047"
Chattooga,Georgia,GA,"Georgia, Chattooga",2016,democrat,Hillary Clinton,1613.0,8252,"24,836"
Chattooga,Georgia,GA,"Georgia, Chattooga",2016,republican,Donald Trump,6462.0,8252,"24,836"
Cherokee,Georgia,GA,"Georgia, Cherokee",2016,democrat,Hillary Clinton,25231.0,112043,"241,795"
Cherokee,Georgia,GA,"Georgia, Cherokee",2016,republican,Donald Trump,80649.0,112043,"241,795"
Clarke,Georgia,GA,"Georgia, Clarke",2016,democrat,Hillary Clinton,29603.0,44976,"124,905"
Clarke,Georgia,GA,"Georgia, Clarke",2016,republican,Donald Trump,12717.0,44976,"124,905"
Clay,Georgia,GA,"Georgia, Clay",2016,democrat,Hillary Clinton,697.0,1273,"3,005"
Clay,Georgia,GA,"Georgia, Clay",2016,republican,Donald Trump,566.0,1273,"3,005"
Clayton,Georgia,GA,"Georgia, Clayton",2016,democrat,Hillary Clinton,78220.0,92859,"279,333"
Clayton,Georgia,GA,"Georgia, Clayton",2016,republican,Donald Trump,12645.0,92859,"279,333"
Clinch,Georgia,GA,"Georgia, Clinch",2016,democrat,Hillary Clinton,686.0,2455,"6,742"
Clinch,Georgia,GA,"Georgia, Clinch",2016,republican,Donald Trump,1727.0,2455,"6,742"
Cobb,Georgia,GA,"Georgia, Cobb",2016,democrat,Hillary Clinton,160121.0,330819,"748,178"
Cobb,Georgia,GA,"Georgia, Cobb",2016,republican,Donald Trump,152912.0,330819,"748,178"
Coffee,Georgia,GA,"Georgia, Coffee",2016,democrat,Hillary Clinton,4094.0,13915,"42,908"
Coffee,Georgia,GA,"Georgia, Coffee",2016,republican,Donald Trump,9588.0,13915,"42,908"
Colquitt,Georgia,GA,"Georgia, Colquitt",2016,democrat,Hillary Clinton,3463.0,13624,"45,429"
Colquitt,Georgia,GA,"Georgia, Colquitt",2016,republican,Donald Trump,9898.0,13624,"45,429"
Columbia,Georgia,GA,"Georgia, Columbia",2016,democrat,Hillary Clinton,18887.0,64743,"147,370"
Columbia,Georgia,GA,"Georgia, Columbia",2016,republican,Donald Trump,43085.0,64743,"147,370"
Cook,Georgia,GA,"Georgia, Cook",2016,democrat,Hillary Clinton,1753.0,6057,"17,162"
Cook,Georgia,GA,"Georgia, Cook",2016,republican,Donald Trump,4176.0,6057,"17,162"
Coweta,Georgia,GA,"Georgia, Coweta",2016,democrat,Hillary Clinton,16583.0,61745,"140,497"
Coweta,Georgia,GA,"Georgia, Coweta",2016,republican,Donald Trump,42533.0,61745,"140,497"
Crawford,Georgia,GA,"Georgia, Crawford",2016,democrat,Hillary Clinton,1421.0,5176,"12,268"
Crawford,Georgia,GA,"Georgia, Crawford",2016,republican,Donald Trump,3635.0,5176,"12,268"
Crisp,Georgia,GA,"Georgia, Crisp",2016,democrat,Hillary Clinton,2837.0,7512,"22,905"
Crisp,Georgia,GA,"Georgia, Crisp",2016,republican,Donald Trump,4549.0,7512,"22,905"
Dade,Georgia,GA,"Georgia, Dade",2016,democrat,Hillary Clinton,965.0,6242,"16,224"
Dade,Georgia,GA,"Georgia, Dade",2016,republican,Donald Trump,5051.0,6242,"16,224"
Dawson,Georgia,GA,"Georgia, Dawson",2016,democrat,Hillary Clinton,1448.0,11765,"23,668"
Dawson,Georgia,GA,"Georgia, Dawson",2016,republican,Donald Trump,9900.0,11765,"23,668"
DeKalb,Georgia,GA,"Georgia, DeKalb",2016,democrat,Hillary Clinton,251370.0,314757,"746,802"
DeKalb,Georgia,GA,"Georgia, DeKalb",2016,republican,Donald Trump,51468.0,314757,"746,802"
Decatur,Georgia,GA,"Georgia, Decatur",2016,democrat,Hillary Clinton,4124.0,10286,"26,679"
Decatur,Georgia,GA,"Georgia, Decatur",2016,republican,Donald Trump,6020.0,10286,"26,679"
Dodge,Georgia,GA,"Georgia, Dodge",2016,democrat,Hillary Clinton,1839.0,7009,"20,854"
Dodge,Georgia,GA,"Georgia, Dodge",2016,republican,Donald Trump,5021.0,7009,"20,854"
Dooly,Georgia,GA,"Georgia, Dooly",2016,democrat,Hillary Clinton,1872.0,3859,"13,853"
Dooly,Georgia,GA,"Georgia, Dooly",2016,republican,Donald Trump,1951.0,3859,"13,853"
Dougherty,Georgia,GA,"Georgia, Dougherty",2016,democrat,Hillary Clinton,23311.0,34087,"90,389"
Dougherty,Georgia,GA,"Georgia, Dougherty",2016,republican,Donald Trump,10232.0,34087,"90,389"
Douglas,Georgia,GA,"Georgia, Douglas",2016,democrat,Hillary Clinton,31005.0,57738,"141,664"
Douglas,Georgia,GA,"Georgia, Douglas",2016,republican,Donald Trump,24817.0,57738,"141,664"
Early,Georgia,GA,"Georgia, Early",2016,democrat,Hillary Clinton,2168.0,4785,"10,306"
Early,Georgia,GA,"Georgia, Early",2016,republican,Donald Trump,2552.0,4785,"10,306"
Echols,Georgia,GA,"Georgia, Echols",2016,democrat,Hillary Clinton,156.0,1182,"3,956"
Echols,Georgia,GA,"Georgia, Echols",2016,republican,Donald Trump,1007.0,1182,"3,956"
Effingham,Georgia,GA,"Georgia, Effingham",2016,democrat,Hillary Clinton,4853.0,23458,"58,699"
Effingham,Georgia,GA,"Georgia, Effingham",2016,republican,Donald Trump,17874.0,23458,"58,699"
Elbert,Georgia,GA,"Georgia, Elbert",2016,democrat,Hillary Clinton,2539.0,7987,"19,136"
Elbert,Georgia,GA,"Georgia, Elbert",2016,republican,Donald Trump,5292.0,7987,"19,136"
Emanuel,Georgia,GA,"Georgia, Emanuel",2016,democrat,Hillary Clinton,2435.0,7860,"22,406"
Emanuel,Georgia,GA,"Georgia, Emanuel",2016,republican,Donald Trump,5335.0,7860,"22,406"
Evans,Georgia,GA,"Georgia, Evans",2016,democrat,Hillary Clinton,1130.0,3613,"10,648"
Evans,Georgia,GA,"Georgia, Evans",2016,republican,Donald Trump,2404.0,3613,"10,648"
Fannin,Georgia,GA,"Georgia, Fannin",2016,democrat,Hillary Clinton,1923.0,11812,"25,032"
Fannin,Georgia,GA,"Georgia, Fannin",2016,republican,Donald Trump,9632.0,11812,"25,032"
Fayette,Georgia,GA,"Georgia, Fayette",2016,democrat,Hillary Clinton,23284.0,60913,"111,218"
Fayette,Georgia,GA,"Georgia, Fayette",2016,republican,Donald Trump,35048.0,60913,"111,218"
Floyd,Georgia,GA,"Georgia, Floyd",2016,democrat,Hillary Clinton,9159.0,34608,"96,698"
Floyd,Georgia,GA,"Georgia, Floyd",2016,republican,Donald Trump,24114.0,34608,"96,698"
Forsyth,Georgia,GA,"Georgia, Forsyth",2016,democrat,Hillary Clinton,23462.0,98221,"220,481"
Forsyth,Georgia,GA,"Georgia, Forsyth",2016,republican,Donald Trump,69851.0,98221,"220,481"
Franklin,Georgia,GA,"Georgia, Franklin",2016,democrat,Hillary Clinton,1243.0,8502,"22,316"
Franklin,Georgia,GA,"Georgia, Franklin",2016,republican,Donald Trump,7054.0,8502,"22,316"
Fulton,Georgia,GA,"Georgia, Fulton",2016,democrat,Hillary Clinton,297051.0,431391,"1,022,866"
Fulton,Georgia,GA,"Georgia, Fulton",2016,republican,Donald Trump,117783.0,431391,"1,022,866"
Gilmer,Georgia,GA,"Georgia, Gilmer",2016,democrat,Hillary Clinton,1965.0,12773,"29,911"
Gilmer,Georgia,GA,"Georgia, Gilmer",2016,republican,Donald Trump,10477.0,12773,"29,911"
Glascock,Georgia,GA,"Georgia, Glascock",2016,democrat,Hillary Clinton,138.0,1390,"2,978"
Glascock,Georgia,GA,"Georgia, Glascock",2016,republican,Donald Trump,1235.0,1390,"2,978"
Glynn,Georgia,GA,"Georgia, Glynn",2016,democrat,Hillary Clinton,11775.0,34263,"84,099"
Glynn,Georgia,GA,"Georgia, Glynn",2016,republican,Donald Trump,21512.0,34263,"84,099"
Gordon,Georgia,GA,"Georgia, Gordon",2016,democrat,Hillary Clinton,3181.0,18959,"56,933"
Gordon,Georgia,GA,"Georgia, Gordon",2016,republican,Donald Trump,15191.0,18959,"56,933"
Grady,Georgia,GA,"Georgia, Grady",2016,democrat,Hillary Clinton,3013.0,9213,"24,869"
Grady,Georgia,GA,"Georgia, Grady",2016,republican,Donald Trump,6053.0,9213,"24,869"
Greene,Georgia,GA,"Georgia, Greene",2016,democrat,Hillary Clinton,3199.0,8852,"16,869"
Greene,Georgia,GA,"Georgia, Greene",2016,republican,Donald Trump,5490.0,8852,"16,869"
Gwinnett,Georgia,GA,"Georgia, Gwinnett",2016,democrat,Hillary Clinton,166153.0,328331,"904,962"
Gwinnett,Georgia,GA,"Georgia, Gwinnett",2016,republican,Donald Trump,146989.0,328331,"904,962"
Habersham,Georgia,GA,"Georgia, Habersham",2016,democrat,Hillary Clinton,2483.0,16243,"44,104"
Habersham,Georgia,GA,"Georgia, Habersham",2016,republican,Donald Trump,13190.0,16243,"44,104"
Hall,Georgia,GA,"Georgia, Hall",2016,democrat,Hillary Clinton,16180.0,70694,"196,159"
Hall,Georgia,GA,"Georgia, Hall",2016,republican,Donald Trump,51733.0,70694,"196,159"
Hancock,Georgia,GA,"Georgia, Hancock",2016,democrat,Hillary Clinton,2701.0,3580,"8,633"
Hancock,Georgia,GA,"Georgia, Hancock",2016,republican,Donald Trump,843.0,3580,"8,633"
Haralson,Georgia,GA,"Georgia, Haralson",2016,democrat,Hillary Clinton,1475.0,11357,"28,830"
Haralson,Georgia,GA,"Georgia, Haralson",2016,republican,Donald Trump,9585.0,11357,"28,830"
Harris,Georgia,GA,"Georgia, Harris",2016,democrat,Hillary Clinton,4086.0,16502,"33,633"
Harris,Georgia,GA,"Georgia, Harris",2016,republican,Donald Trump,11936.0,16502,"33,633"
Hart,Georgia,GA,"Georgia, Hart",2016,democrat,Hillary Clinton,2585.0,10117,"25,471"
Hart,Georgia,GA,"Georgia, Hart",2016,republican,Donald Trump,7286.0,10117,"25,471"
Heard,Georgia,GA,"Georgia, Heard",2016,democrat,Hillary Clinton,743.0,4223,"11,579"
Heard,Georgia,GA,"Georgia, Heard",2016,republican,Donald Trump,3370.0,4223,"11,579"
Henry,Georgia,GA,"Georgia, Henry",2016,democrat,Hillary Clinton,50057.0,98766,"220,896"
Henry,Georgia,GA,"Georgia, Henry",2016,republican,Donald Trump,45724.0,98766,"220,896"
Houston,Georgia,GA,"Georgia, Houston",2016,democrat,Hillary Clinton,22553.0,60079,"151,622"
Houston,Georgia,GA,"Georgia, Houston",2016,republican,Donald Trump,35430.0,60079,"151,622"
Irwin,Georgia,GA,"Georgia, Irwin",2016,democrat,Hillary Clinton,891.0,3670,"9,302"
Irwin,Georgia,GA,"Georgia, Irwin",2016,republican,Donald Trump,2716.0,3670,"9,302"
Jackson,Georgia,GA,"Georgia, Jackson",2016,democrat,Hillary Clinton,4491.0,27190,"65,061"
Jackson,Georgia,GA,"Georgia, Jackson",2016,republican,Donald Trump,21784.0,27190,"65,061"
Jasper,Georgia,GA,"Georgia, Jasper",2016,democrat,Hillary Clinton,1544.0,6045,"13,767"
Jasper,Georgia,GA,"Georgia, Jasper",2016,republican,Donald Trump,4360.0,6045,"13,767"
Jeff Davis,Georgia,GA,"Georgia, Jeff Davis",2016,democrat,Hillary Clinton,901.0,5096,"14,965"
Jeff Davis,Georgia,GA,"Georgia, Jeff Davis",2016,republican,Donald Trump,4104.0,5096,"14,965"
Jefferson,Georgia,GA,"Georgia, Jefferson",2016,democrat,Hillary Clinton,3821.0,6968,"15,755"
Jefferson,Georgia,GA,"Georgia, Jefferson",2016,republican,Donald Trump,3063.0,6968,"15,755"
Jenkins,Georgia,GA,"Georgia, Jenkins",2016,democrat,Hillary Clinton,1123.0,3056,"8,812"
Jenkins,Georgia,GA,"Georgia, Jenkins",2016,republican,Donald Trump,1895.0,3056,"8,812"
Johnson,Georgia,GA,"Georgia, Johnson",2016,democrat,Hillary Clinton,1136.0,3686,"9,660"
Johnson,Georgia,GA,"Georgia, Johnson",2016,republican,Donald Trump,2519.0,3686,"9,660"
Jones,Georgia,GA,"Georgia, Jones",2016,democrat,Hillary Clinton,3961.0,12551,"28,574"
Jones,Georgia,GA,"Georgia, Jones",2016,republican,Donald Trump,8305.0,12551,"28,574"
Lamar,Georgia,GA,"Georgia, Lamar",2016,democrat,Hillary Clinton,2270.0,7612,"18,484"
Lamar,Georgia,GA,"Georgia, Lamar",2016,republican,Donald Trump,5190.0,7612,"18,484"
Lanier,Georgia,GA,"Georgia, Lanier",2016,democrat,Hillary Clinton,806.0,2871,"10,430"
Lanier,Georgia,GA,"Georgia, Lanier",2016,republican,Donald Trump,1984.0,2871,"10,430"
Laurens,Georgia,GA,"Georgia, Laurens",2016,democrat,Hillary Clinton,6752.0,19530,"47,279"
Laurens,Georgia,GA,"Georgia, Laurens",2016,republican,Donald Trump,12411.0,19530,"47,279"
Lee,Georgia,GA,"Georgia, Lee",2016,democrat,Hillary Clinton,3170.0,14143,"29,184"
Lee,Georgia,GA,"Georgia, Lee",2016,republican,Donald Trump,10646.0,14143,"29,184"
Liberty,Georgia,GA,"Georgia, Liberty",2016,democrat,Hillary Clinton,9556.0,16143,"61,473"
Liberty,Georgia,GA,"Georgia, Liberty",2016,republican,Donald Trump,6134.0,16143,"61,473"
Lincoln,Georgia,GA,"Georgia, Lincoln",2016,democrat,Hillary Clinton,1273.0,4102,"7,855"
Lincoln,Georgia,GA,"Georgia, Lincoln",2016,republican,Donald Trump,2759.0,4102,"7,855"
Long,Georgia,GA,"Georgia, Long",2016,democrat,Hillary Clinton,1360.0,4117,"18,372"
Long,Georgia,GA,"Georgia, Long",2016,republican,Donald Trump,2626.0,4117,"18,372"
Lowndes,Georgia,GA,"Georgia, Lowndes",2016,democrat,Hillary Clinton,15064.0,37805,"114,360"
Lowndes,Georgia,GA,"Georgia, Lowndes",2016,republican,Donald Trump,21635.0,37805,"114,360"
Lumpkin,Georgia,GA,"Georgia, Lumpkin",2016,democrat,Hillary Clinton,2220.0,12425,"31,415"
Lumpkin,Georgia,GA,"Georgia, Lumpkin",2016,republican,Donald Trump,9619.0,12425,"31,415"
Macon,Georgia,GA,"Georgia, Macon",2016,democrat,Hillary Clinton,2705.0,4287,"13,478"
Macon,Georgia,GA,"Georgia, Macon",2016,republican,Donald Trump,1540.0,4287,"13,478"
Madison,Georgia,GA,"Georgia, Madison",2016,democrat,Hillary Clinton,2425.0,11998,"28,856"
Madison,Georgia,GA,"Georgia, Madison",2016,republican,Donald Trump,9201.0,11998,"28,856"
Marion,Georgia,GA,"Georgia, Marion",2016,democrat,Hillary Clinton,1213.0,3190,"8,468"
Marion,Georgia,GA,"Georgia, Marion",2016,republican,Donald Trump,1921.0,3190,"8,468"
McDuffie,Georgia,GA,"Georgia, McDuffie",2016,democrat,Hillary Clinton,3699.0,9268,"21,456"
McDuffie,Georgia,GA,"Georgia, McDuffie",2016,republican,Donald Trump,5432.0,9268,"21,456"
McIntosh,Georgia,GA,"Georgia, McIntosh",2016,democrat,Hillary Clinton,2303.0,5903,"14,057"
McIntosh,Georgia,GA,"Georgia, McIntosh",2016,republican,Donald Trump,3487.0,5903,"14,057"
Meriwether,Georgia,GA,"Georgia, Meriwether",2016,democrat,Hillary Clinton,3804.0,9217,"21,074"
Meriwether,Georgia,GA,"Georgia, Meriwether",2016,republican,Donald Trump,5222.0,9217,"21,074"
Miller,Georgia,GA,"Georgia, Miller",2016,democrat,Hillary Clinton,623.0,2544,"5,874"
Miller,Georgia,GA,"Georgia, Miller",2016,republican,Donald Trump,1891.0,2544,"5,874"
Mitchell,Georgia,GA,"Georgia, Mitchell",2016,democrat,Hillary Clinton,3493.0,7880,"22,455"
Mitchell,Georgia,GA,"Georgia, Mitchell",2016,republican,Donald Trump,4279.0,7880,"22,455"
Monroe,Georgia,GA,"Georgia, Monroe",2016,democrat,Hillary Clinton,3571.0,12687,"26,905"
Monroe,Georgia,GA,"Georgia, Monroe",2016,republican,Donald Trump,8832.0,12687,"26,905"
Montgomery,Georgia,GA,"Georgia, Montgomery",2016,democrat,Hillary Clinton,847.0,3576,"8,985"
Montgomery,Georgia,GA,"Georgia, Montgomery",2016,republican,Donald Trump,2670.0,3576,"8,985"
Morgan,Georgia,GA,"Georgia, Morgan",2016,democrat,Hillary Clinton,2663.0,9475,"18,107"
Morgan,Georgia,GA,"Georgia, Morgan",2016,republican,Donald Trump,6559.0,9475,"18,107"
Murray,Georgia,GA,"Georgia, Murray",2016,democrat,Hillary Clinton,1800.0,12458,"39,347"
Murray,Georgia,GA,"Georgia, Murray",2016,republican,Donald Trump,10341.0,12458,"39,347"
Muscogee,Georgia,GA,"Georgia, Muscogee",2016,democrat,Hillary Clinton,39851.0,69032,"196,219"
Muscogee,Georgia,GA,"Georgia, Muscogee",2016,republican,Donald Trump,26976.0,69032,"196,219"
Newton,Georgia,GA,"Georgia, Newton",2016,democrat,Hillary Clinton,21943.0,43987,"106,499"
Newton,Georgia,GA,"Georgia, Newton",2016,republican,Donald Trump,20913.0,43987,"106,499"
Oconee,Georgia,GA,"Georgia, Oconee",2016,democrat,Hillary Clinton,5581.0,20149,"36,929"
Oconee,Georgia,GA,"Georgia, Oconee",2016,republican,Donald Trump,13425.0,20149,"36,929"
Oglethorpe,Georgia,GA,"Georgia, Oglethorpe",2016,democrat,Hillary Clinton,1831.0,6674,"14,712"
Oglethorpe,Georgia,GA,"Georgia, Oglethorpe",2016,republican,Donald Trump,4625.0,6674,"14,712"
Paulding,Georgia,GA,"Georgia, Paulding",2016,democrat,Hillary Clinton,18025.0,64890,"155,246"
Paulding,Georgia,GA,"Georgia, Paulding",2016,republican,Donald Trump,44662.0,64890,"155,246"
Peach,Georgia,GA,"Georgia, Peach",2016,democrat,Hillary Clinton,5100.0,10752,"26,885"
Peach,Georgia,GA,"Georgia, Peach",2016,republican,Donald Trump,5413.0,10752,"26,885"
Pickens,Georgia,GA,"Georgia, Pickens",2016,democrat,Hillary Clinton,1979.0,14038,"30,652"
Pickens,Georgia,GA,"Georgia, Pickens",2016,republican,Donald Trump,11651.0,14038,"30,652"
Pierce,Georgia,GA,"Georgia, Pierce",2016,democrat,Hillary Clinton,903.0,7311,"19,104"
Pierce,Georgia,GA,"Georgia, Pierce",2016,republican,Donald Trump,6302.0,7311,"19,104"
Pike,Georgia,GA,"Georgia, Pike",2016,democrat,Hillary Clinton,1240.0,8725,"17,897"
Pike,Georgia,GA,"Georgia, Pike",2016,republican,Donald Trump,7278.0,8725,"17,897"
Polk,Georgia,GA,"Georgia, Polk",2016,democrat,Hillary Clinton,2867.0,14215,"41,555"
Polk,Georgia,GA,"Georgia, Polk",2016,republican,Donald Trump,11014.0,14215,"41,555"
Pulaski,Georgia,GA,"Georgia, Pulaski",2016,democrat,Hillary Clinton,1104.0,3605,"11,288"
Pulaski,Georgia,GA,"Georgia, Pulaski",2016,republican,Donald Trump,2437.0,3605,"11,288"
Putnam,Georgia,GA,"Georgia, Putnam",2016,democrat,Hillary Clinton,2758.0,9488,"21,515"
Putnam,Georgia,GA,"Georgia, Putnam",2016,republican,Donald Trump,6544.0,9488,"21,515"
Quitman,Georgia,GA,"Georgia, Quitman",2016,democrat,Hillary Clinton,461.0,1044,"2,320"
Quitman,Georgia,GA,"Georgia, Quitman",2016,republican,Donald Trump,575.0,1044,"2,320"
